TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-03-09T10:30:00,118689,2851,18573,51.134,16.8842
04,kujawsko-pomorskie,2021-03-09T10:30:00,125308,2932,26363,53.1648,18.4834
06,lubelskie,2021-03-09T10:30:00,86916,2996,14612,51.2494,23.1011
08,lubuskie,2021-03-09T10:30:00,47253,1217,10728,52.2275,15.2559
10,łódzkie,2021-03-09T10:30:00,112390,3142,17154,51.4635,19.1727
12,małopolskie,2021-03-09T10:30:00,134988,3471,15538,49.7225,20.2503
14,mazowieckie,2021-03-09T10:30:00,237524,5818,52205,51.8927,21.0022
16,opolskie,2021-03-09T10:30:00,45338,1376,5706,50.8004,17.938
18,podkarpackie,2021-03-09T10:30:00,81722,2587,13545,50.0575,22.0896
20,podlaskie,2021-03-09T10:30:00,50251,1435,11066,53.0697,22.9675
22,pomorskie,2021-03-09T10:30:00,129603,2901,31258,54.2944,18.1531
24,śląskie,2021-03-09T10:30:00,201306,4880,27627,50.5717,19.322
26,świętokrzyskie,2021-03-09T10:30:00,44596,1340,5979,50.6261,20.9406
28,warmińsko-mazurskie,2021-03-09T10:30:00,88932,2041,22858,53.8671,20.7028
30,wielkopolskie,2021-03-09T10:30:00,176549,4620,28703,52.28,17.3523
32,zachodniopomorskie,2021-03-09T10:30:00,90545,1927,18455,53.4658,15.1823
,nieokreślono,2021-03-09T10:30:00,39126,65,1182983,52.0693,19.4803
