TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-09-27 10:30:00,214670,4947,124219,51.134,16.8842
04,kujawsko-pomorskie,2021-09-27 10:30:00,181496,4808,89837,53.1648,18.4834
06,lubelskie,2021-09-27 10:30:00,129536,4515,60633,51.2494,23.1011
08,lubuskie,2021-09-27 10:30:00,74430,2061,42577,52.2275,15.2559
10,łódzkie,2021-09-27 10:30:00,181579,5160,93920,51.4635,19.1727
12,małopolskie,2021-09-27 10:30:00,224943,5893,114616,49.7225,20.2503
14,mazowieckie,2021-09-27 10:30:00,400096,9487,238429,51.8927,21.0022
16,opolskie,2021-09-27 10:30:00,70422,2058,32729,50.8004,17.938
18,podkarpackie,2021-09-27 10:30:00,128103,4483,65963,50.0575,22.0896
20,podlaskie,2021-09-27 10:30:00,71130,2158,34861,53.0697,22.9675
22,pomorskie,2021-09-27 10:30:00,193608,4504,105847,54.2944,18.1531
24,śląskie,2021-09-27 10:30:00,364248,9448,205302,50.5717,19.322
26,świętokrzyskie,2021-09-27 10:30:00,73468,2595,37833,50.6261,20.9406
28,warmińsko-mazurskie,2021-09-27 10:30:00,122671,3024,64323,53.8671,20.7028
30,wielkopolskie,2021-09-27 10:30:00,287046,7401,149002,52.28,17.3523
32,zachodniopomorskie,2021-09-27 10:30:00,131301,2954,63465,53.4658,15.1823
,nieokreślono,2021-09-27 10:30:00,54908,76,1138452,52.0693,19.4803
