TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-05-30T10:31:00,212493,4815,121304,51.134,16.8842
04,kujawsko-pomorskie,2021-05-30T10:31:00,180271,4720,88252,53.1648,18.4834
06,lubelskie,2021-05-30T10:31:00,126302,4370,57739,51.2494,23.1011
08,lubuskie,2021-05-30T10:31:00,73894,2016,41897,52.2275,15.2559
10,łódzkie,2021-05-30T10:31:00,179439,5014,90926,51.4635,19.1727
12,małopolskie,2021-05-30T10:31:00,222050,5729,111193,49.7225,20.2503
14,mazowieckie,2021-05-30T10:31:00,395560,9301,233245,51.8927,21.0022
16,opolskie,2021-05-30T10:31:00,69675,2019,31654,50.8004,17.938
18,podkarpackie,2021-05-30T10:31:00,126263,4397,64395,50.0575,22.0896
20,podlaskie,2021-05-30T10:31:00,69689,2115,33462,53.0697,22.9675
22,pomorskie,2021-05-30T10:31:00,191970,4413,103824,54.2944,18.1531
24,śląskie,2021-05-30T10:31:00,361606,9223,201505,50.5717,19.322
26,świętokrzyskie,2021-05-30T10:31:00,72794,2479,36814,50.6261,20.9406
28,warmińsko-mazurskie,2021-05-30T10:31:00,121664,2964,63264,53.8671,20.7028
30,wielkopolskie,2021-05-30T10:31:00,284730,7230,145872,52.28,17.3523
32,zachodniopomorskie,2021-05-30T10:31:00,129475,2864,61408,53.4658,15.1823
,nieokreślono,2021-05-30T10:31:00,54075,69,1151468,52.0693,19.4803
