TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-06-05T10:30:00,212767,4837,121938,51.134,16.8842
04,kujawsko-pomorskie,2021-06-05T10:30:00,180395,4735,88569,53.1648,18.4834
06,lubelskie,2021-06-05T10:30:00,126494,4401,58185,51.2494,23.1011
08,lubuskie,2021-06-05T10:30:00,73938,2032,42041,52.2275,15.2559
10,łódzkie,2021-06-05T10:30:00,179693,5056,91520,51.4635,19.1727
12,małopolskie,2021-06-05T10:30:00,222262,5766,111718,49.7225,20.2503
14,mazowieckie,2021-06-05T10:30:00,395921,9325,234171,51.8927,21.0022
16,opolskie,2021-06-05T10:30:00,69796,2031,31906,50.8004,17.938
18,podkarpackie,2021-06-05T10:30:00,126339,4420,64548,50.0575,22.0896
20,podlaskie,2021-06-05T10:30:00,69780,2124,33643,53.0697,22.9675
22,pomorskie,2021-06-05T10:30:00,192116,4427,104197,54.2944,18.1531
24,śląskie,2021-06-05T10:30:00,361914,9292,202400,50.5717,19.322
26,świętokrzyskie,2021-06-05T10:30:00,72876,2503,36996,50.6261,20.9406
28,warmińsko-mazurskie,2021-06-05T10:30:00,121745,2975,63437,53.8671,20.7028
30,wielkopolskie,2021-06-05T10:30:00,285054,7259,146649,52.28,17.3523
32,zachodniopomorskie,2021-06-05T10:30:00,129634,2887,61803,53.4658,15.1823
,nieokreślono,2021-06-05T10:30:00,54100,69,1150552,52.0693,19.4803
