TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-01-18T10:31:00,95463,2211,,51.134,16.8842
04,kujawsko-pomorskie,2021-01-18T10:31:00,98024,1960,,53.1648,18.4834
06,lubelskie,2021-01-18T10:31:00,71880,2133,,51.2494,23.1011
08,lubuskie,2021-01-18T10:31:00,35017,826,1,52.2275,15.2559
10,łódzkie,2021-01-18T10:31:00,93627,2352,,51.4635,19.1727
12,małopolskie,2021-01-18T10:31:00,114233,2869,,49.7225,20.2503
14,mazowieckie,2021-01-18T10:31:00,175357,3932,,51.8927,21.0022
16,opolskie,2021-01-18T10:31:00,39482,1131,,50.8004,17.938
18,podkarpackie,2021-01-18T10:31:00,63869,2042,,50.0575,22.0896
20,podlaskie,2021-01-18T10:31:00,38118,964,,53.0697,22.9675
22,pomorskie,2021-01-18T10:31:00,95473,1885,,54.2944,18.1531
24,śląskie,2021-01-18T10:31:00,166533,3801,,50.5717,19.322
26,świętokrzyskie,2021-01-18T10:31:00,37307,1004,,50.6261,20.9406
28,warmińsko-mazurskie,2021-01-18T10:31:00,62561,1441,,53.8671,20.7028
30,wielkopolskie,2021-01-18T10:31:00,146456,3510,,52.28,17.3523
32,zachodniopomorskie,2021-01-18T10:31:00,73852,1334,,53.4658,15.1823
,nieokreślono,2021-01-18T10:00:00,31662,12,1187718,52.0693,19.4803
