TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-07-11T10:30:00,213257,4928,122985,51.134,16.8842
04,kujawsko-pomorskie,2021-07-11T10:30:00,180661,4785,89066,53.1648,18.4834
06,lubelskie,2021-07-11T10:30:00,126940,4470,58950,51.2494,23.1011
08,lubuskie,2021-07-11T10:30:00,74039,2051,42240,52.2275,15.2559
10,łódzkie,2021-07-11T10:30:00,180162,5126,92513,51.4635,19.1727
12,małopolskie,2021-07-11T10:30:00,222696,5861,112580,49.7225,20.2503
14,mazowieckie,2021-07-11T10:30:00,396722,9446,235675,51.8927,21.0022
16,opolskie,2021-07-11T10:30:00,69971,2052,32318,50.8004,17.938
18,podkarpackie,2021-07-11T10:30:00,126566,4450,64848,50.0575,22.0896
20,podlaskie,2021-07-11T10:30:00,69946,2143,33962,53.0697,22.9675
22,pomorskie,2021-07-11T10:30:00,192362,4483,104707,54.2944,18.1531
24,śląskie,2021-07-11T10:30:00,362525,9419,203743,50.5717,19.322
26,świętokrzyskie,2021-07-11T10:30:00,73054,2568,37334,50.6261,20.9406
28,warmińsko-mazurskie,2021-07-11T10:30:00,121930,3009,63753,53.8671,20.7028
30,wielkopolskie,2021-07-11T10:30:00,285702,7367,147852,52.28,17.3523
32,zachodniopomorskie,2021-07-11T10:30:00,129924,2929,62384,53.4658,15.1823
,nieokreślono,2021-07-11T10:30:00,54364,73,1147595,52.0693,19.4803
