TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-02-05T10:30:00,101627,2481,5857,51.134,16.8842
04,kujawsko-pomorskie,2021-02-05T10:30:00,107203,2455,10030,53.1648,18.4834
06,lubelskie,2021-02-05T10:30:00,76891,2500,5375,51.2494,23.1011
08,lubuskie,2021-02-05T10:30:00,37980,998,3157,52.2275,15.2559
10,łódzkie,2021-02-05T10:30:00,99071,2763,6184,51.4635,19.1727
12,małopolskie,2021-02-05T10:30:00,118762,3105,4364,49.7225,20.2503
14,mazowieckie,2021-02-05T10:30:00,189967,4783,14687,51.8927,21.0022
16,opolskie,2021-02-05T10:30:00,41377,1212,2286,50.8004,17.938
18,podkarpackie,2021-02-05T10:30:00,67116,2220,3017,50.0575,22.0896
20,podlaskie,2021-02-05T10:30:00,41851,1137,3453,53.0697,22.9675
22,pomorskie,2021-02-05T10:30:00,104778,2315,10508,54.2944,18.1531
24,śląskie,2021-02-05T10:30:00,174567,4214,8159,50.5717,19.322
26,świętokrzyskie,2021-02-05T10:30:00,39039,1146,1875,50.6261,20.9406
28,warmińsko-mazurskie,2021-02-05T10:30:00,69004,1725,6767,53.8671,53.8671
30,wielkopolskie,2021-02-05T10:30:00,155943,4028,10895,52.28,17.3523
32,zachodniopomorskie,2021-02-05T10:30:00,80353,1613,8282,53.4658,15.1823
,nieokreślono,2021-02-05T10:30:00,34035,17,1189791,52.0693,19.4803
