TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-09-28 10:30:00,214712,4947,124270,51.134,16.8842
04,kujawsko-pomorskie,2021-09-28 10:30:00,181519,4811,89868,53.1648,18.4834
06,lubelskie,2021-09-28 10:30:00,129734,4520,60747,51.2494,23.1011
08,lubuskie,2021-09-28 10:30:00,74437,2061,42601,52.2275,15.2559
10,łódzkie,2021-09-28 10:30:00,181644,5160,93954,51.4635,19.1727
12,małopolskie,2021-09-28 10:30:00,225018,5895,114657,49.7225,20.2503
14,mazowieckie,2021-09-28 10:30:00,400246,9491,238511,51.8927,21.0022
16,opolskie,2021-09-28 10:30:00,70430,2059,32742,50.8004,17.938
18,podkarpackie,2021-09-28 10:30:00,128166,4484,66013,50.0575,22.0896
20,podlaskie,2021-09-28 10:30:00,71182,2160,34890,53.0697,22.9675
22,pomorskie,2021-09-28 10:30:00,193675,4507,105863,54.2944,18.1531
24,śląskie,2021-09-28 10:30:00,364295,9454,205342,50.5717,19.322
26,świętokrzyskie,2021-09-28 10:30:00,73477,2595,37850,50.6261,20.9406
28,warmińsko-mazurskie,2021-09-28 10:30:00,122709,3025,64338,53.8671,20.7028
30,wielkopolskie,2021-09-28 10:30:00,287093,7402,149034,52.28,17.3523
32,zachodniopomorskie,2021-09-28 10:30:00,131370,2954,63494,53.4658,15.1823
,nieokreślono,2021-09-28 10:30:00,54924,76,1137941,52.0693,19.4803
