TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-11-13 10:30:00,229657,5064,132278,51.134,16.8842
04,kujawsko-pomorskie,2021-11-13 10:30:00,192852,4962,95981,53.1648,18.4834
06,lubelskie,2021-11-13 10:30:00,172807,5242,91369,51.2494,23.1011
08,lubuskie,2021-11-13 10:30:00,78921,2079,45014,52.2275,15.2559
10,łódzkie,2021-11-13 10:30:00,198605,5400,102998,51.4635,19.1727
12,małopolskie,2021-11-13 10:30:00,240970,6109,123289,49.7225,20.2503
14,mazowieckie,2021-11-13 10:30:00,459892,9954,271650,51.8927,21.0022
16,opolskie,2021-11-13 10:30:00,75024,2134,35003,50.8004,17.938
18,podkarpackie,2021-11-13 10:30:00,141307,4675,73914,50.0575,22.0896
20,podlaskie,2021-11-13 10:30:00,91326,2424,49005,53.0697,22.9675
22,pomorskie,2021-11-13 10:30:00,207949,4590,113838,54.2944,18.1531
24,śląskie,2021-11-13 10:30:00,382778,9689,214460,50.5717,19.322
26,świętokrzyskie,2021-11-13 10:30:00,78328,2682,40506,50.6261,20.9406
28,warmińsko-mazurskie,2021-11-13 10:30:00,132972,3142,70142,53.8671,20.7028
30,wielkopolskie,2021-11-13 10:30:00,302239,7548,156376,52.28,17.3523
32,zachodniopomorskie,2021-11-13 10:30:00,146261,3050,72211,53.4658,15.1823
,nieokreślono,2021-11-13 10:30:00,58179,77,1099969,52.0693,19.4803
