TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-02-01T10:30:00,100298,2407,4729,51.134,16.8842
04,kujawsko-pomorskie,2021-02-01T10:30:00,105046,2285,8173,53.1648,18.4834
06,lubelskie,2021-02-01T10:30:00,75753,2398,4309,51.2494,23.1011
08,lubuskie,2021-02-01T10:30:00,37276,960,2562,52.2275,15.2559
10,łódzkie,2021-02-01T10:30:00,97804,2645,5045,51.4635,19.1727
12,małopolskie,2021-02-01T10:30:00,117625,3040,3536,49.7225,20.2503
14,mazowieckie,2021-02-01T10:30:00,186331,4491,11787,51.8927,21.0022
16,opolskie,2021-02-01T10:30:00,40964,1189,1930,50.8004,17.938
18,podkarpackie,2021-02-01T10:30:00,66263,2167,2410,50.0575,22.0896
20,podlaskie,2021-02-01T10:30:00,40947,1093,2698,53.0697,22.9675
22,pomorskie,2021-02-01T10:30:00,102734,2182,8597,54.2944,18.1531
24,śląskie,2021-02-01T10:30:00,172457,4114,6596,50.5717,19.322
26,świętokrzyskie,2021-02-01T10:30:00,38609,1105,1538,50.6261,20.9406
28,warmińsko-mazurskie,2021-02-01T10:30:00,67290,1679,5692,53.8671,53.8671
30,wielkopolskie,2021-02-01T10:30:00,153873,3918,8970,52.28,17.3523
32,zachodniopomorskie,2021-02-01T10:30:00,79034,1536,7049,53.4658,15.1823
,nieokreślono,2021-02-01T10:30:00,33585,13,1191015,52.0693,19.4803
