TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-02-20T10:30:00,106754,2643,10347,51.134,16.8842
04,kujawsko-pomorskie,2021-02-20T10:30:00,114245,2702,17148,53.1648,18.4834
06,lubelskie,2021-02-20T10:30:00,80810,2767,9370,51.2494,23.1011
08,lubuskie,2021-02-20T10:30:00,41103,1107,5808,52.2275,15.2559
10,łódzkie,2021-02-20T10:30:00,103594,2964,10561,51.4635,19.1727
12,małopolskie,2021-02-20T10:30:00,123400,3288,8133,49.7225,20.2503
14,mazowieckie,2021-02-20T10:30:00,205149,5302,27940,51.8927,21.0022
16,opolskie,2021-02-20T10:30:00,42782,1312,3784,50.8004,17.938
18,podkarpackie,2021-02-20T10:30:00,71602,2366,6136,50.0575,22.0896
20,podlaskie,2021-02-20T10:30:00,45211,1269,6650,53.0697,22.9675
22,pomorskie,2021-02-20T10:30:00,113522,2623,18323,54.2944,18.1531
24,śląskie,2021-02-20T10:30:00,182574,4491,14974,50.5717,19.322
26,świętokrzyskie,2021-02-20T10:30:00,40875,1240,3233,50.6261,20.9406
28,warmińsko-mazurskie,2021-02-20T10:30:00,76370,1869,12337,53.8671,20.7028
30,wielkopolskie,2021-02-20T10:30:00,163208,4339,17991,52.28,17.3523
32,zachodniopomorskie,2021-02-20T10:30:00,84594,1774,12972,53.4658,15.1823
,nieokreślono,2021-02-20T10:30:00,35934,21,1186619,52.0693,19.4803
