TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-10-17 10:30:00,216225,4969,125348,51.134,16.8842
04,kujawsko-pomorskie,2021-10-17 10:30:00,182610,4840,90738,53.1648,18.4834
06,lubelskie,2021-10-17 10:30:00,137227,4640,64665,51.2494,23.1011
08,lubuskie,2021-10-17 10:30:00,74892,2063,42924,52.2275,15.2559
10,łódzkie,2021-10-17 10:30:00,183425,5196,95139,51.4635,19.1727
12,małopolskie,2021-10-17 10:30:00,226971,5928,116116,49.7225,20.2503
14,mazowieckie,2021-10-17 10:30:00,406551,9550,242305,51.8927,21.0022
16,opolskie,2021-10-17 10:30:00,70845,2077,33004,50.8004,17.938
18,podkarpackie,2021-10-17 10:30:00,129838,4528,67219,50.0575,22.0896
20,podlaskie,2021-10-17 10:30:00,74607,2196,36609,53.0697,22.9675
22,pomorskie,2021-10-17 10:30:00,195317,4521,106888,54.2944,18.1531
24,śląskie,2021-10-17 10:30:00,365987,9487,206494,50.5717,19.322
26,świętokrzyskie,2021-10-17 10:30:00,73964,2604,38134,50.6261,20.9406
28,warmińsko-mazurskie,2021-10-17 10:30:00,123835,3040,65087,53.8671,20.7028
30,wielkopolskie,2021-10-17 10:30:00,288587,7426,149960,52.28,17.3523
32,zachodniopomorskie,2021-10-17 10:30:00,133355,2970,64885,53.4658,15.1823
,nieokreślono,2021-10-17 10:30:00,55354,77,1130306,52.0693,19.4803
