TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-05-05T10:31:00,206754,4362,110812,51.134,16.8842
04,kujawsko-pomorskie,2021-05-05T10:31:00,177253,4490,82920,53.1648,18.4834
06,lubelskie,2021-05-05T10:31:00,122981,4149,52259,51.2494,23.1011
08,lubuskie,2021-05-05T10:31:00,72591,1869,39650,52.2275,15.2559
10,łódzkie,2021-05-05T10:31:00,174673,4638,82500,51.4635,19.1727
12,małopolskie,2021-05-05T10:31:00,217580,5329,102991,49.7225,20.2503
14,mazowieckie,2021-05-05T10:31:00,388004,8735,219988,51.8927,21.0022
16,opolskie,2021-05-05T10:31:00,67642,1894,28257,50.8004,17.938
18,podkarpackie,2021-05-05T10:31:00,124887,4160,61765,50.0575,22.0896
20,podlaskie,2021-05-05T10:31:00,68278,2014,31390,53.0697,22.9675
22,pomorskie,2021-05-05T10:31:00,188396,4153,98066,54.2944,18.1531
24,śląskie,2021-05-05T10:31:00,353497,8205,185986,50.5717,19.322
26,świętokrzyskie,2021-05-05T10:31:00,71245,2230,34013,50.6261,20.9406
28,warmińsko-mazurskie,2021-05-05T10:31:00,120061,2815,60597,53.8671,20.7028
30,wielkopolskie,2021-05-05T10:31:00,277921,6717,134514,52.28,17.3523
32,zachodniopomorskie,2021-05-05T10:31:00,126335,2637,55872,53.4658,15.1823
,nieokreślono,2021-05-05T10:31:00,53853,85,1159104,52.0693,19.4803
