TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-11-07 10:30:00,224570,5031,129381,51.134,16.8842
04,kujawsko-pomorskie,2021-11-07 10:30:00,188859,4907,93835,53.1648,18.4834
06,lubelskie,2021-11-07 10:30:00,164115,5026,83226,51.2494,23.1011
08,lubuskie,2021-11-07 10:30:00,77379,2075,44192,52.2275,15.2559
10,łódzkie,2021-11-07 10:30:00,193098,5320,99698,51.4635,19.1727
12,małopolskie,2021-11-07 10:30:00,235503,6018,120314,49.7225,20.2503
14,mazowieckie,2021-11-07 10:30:00,441246,9798,260039,51.8927,21.0022
16,opolskie,2021-11-07 10:30:00,73366,2111,34230,50.8004,17.938
18,podkarpackie,2021-11-07 10:30:00,137422,4617,71437,50.0575,22.0896
20,podlaskie,2021-11-07 10:30:00,87191,2348,45170,53.0697,22.9675
22,pomorskie,2021-11-07 10:30:00,203175,4545,110974,54.2944,18.1531
24,śląskie,2021-11-07 10:30:00,376068,9611,211120,50.5717,19.322
26,świętokrzyskie,2021-11-07 10:30:00,76769,2659,39548,50.6261,20.9406
28,warmińsko-mazurskie,2021-11-07 10:30:00,129751,3103,68163,53.8671,20.7028
30,wielkopolskie,2021-11-07 10:30:00,296818,7497,153888,52.28,17.3523
32,zachodniopomorskie,2021-11-07 10:30:00,141611,3015,69563,53.4658,15.1823
,nieokreślono,2021-11-07 10:30:00,57279,76,1109537,52.0693,19.4803
