TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-12-24 10:30:00,299232,5888,197642,51.134,16.8842
04,kujawsko-pomorskie,2021-12-24 10:30:00,237357,5839,138788,53.1648,18.4834
06,lubelskie,2021-12-24 10:30:00,209369,6659,138817,51.2494,23.1011
08,lubuskie,2021-12-24 10:30:00,101567,2408,66173,52.2275,15.2559
10,łódzkie,2021-12-24 10:30:00,247965,6390,152865,51.4635,19.1727
12,małopolskie,2021-12-24 10:30:00,311417,7445,189564,49.7225,20.2503
14,mazowieckie,2021-12-24 10:30:00,598472,12046,422292,51.8927,21.0022
16,opolskie,2021-12-24 10:30:00,101343,2672,58965,50.8004,17.938
18,podkarpackie,2021-12-24 10:30:00,172997,5781,107311,50.0575,22.0896
20,podlaskie,2021-12-24 10:30:00,109320,3158,72972,53.0697,22.9675
22,pomorskie,2021-12-24 10:30:00,259079,5224,162830,54.2944,18.1531
24,śląskie,2021-12-24 10:30:00,488560,11307,311690,50.5717,19.322
26,świętokrzyskie,2021-12-24 10:30:00,96912,3173,58533,50.6261,20.9406
28,warmińsko-mazurskie,2021-12-24 10:30:00,162943,3733,100381,53.8671,20.7028
30,wielkopolskie,2021-12-24 10:30:00,380556,8589,229559,52.28,17.3523
32,zachodniopomorskie,2021-12-24 10:30:00,190390,3642,116111,53.4658,15.1823
,nieokreślono,2021-12-24 10:30:00,65317,87,998323,52.0693,19.4803
