TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-08-03T10:30:00,213422,4937,123159,51.134,16.8842
04,kujawsko-pomorskie,2021-08-03T10:30:00,180751,4790,89198,53.1648,18.4834
06,lubelskie,2021-08-03T10:30:00,127118,4480,59114,51.2494,23.1011
08,lubuskie,2021-08-03T10:30:00,74076,2053,42275,52.2275,15.2559
10,łódzkie,2021-08-03T10:30:00,180296,5133,92905,51.4635,19.1727
12,małopolskie,2021-08-03T10:30:00,223012,5865,112821,49.7225,20.2503
14,mazowieckie,2021-08-03T10:30:00,397052,9455,236052,51.8927,21.0022
16,opolskie,2021-08-03T10:30:00,70009,2054,32362,50.8004,17.938
18,podkarpackie,2021-08-03T10:30:00,126694,4462,64923,50.0575,22.0896
20,podlaskie,2021-08-03T10:30:00,70050,2146,34060,53.0697,22.9675
22,pomorskie,2021-08-03T10:30:00,192515,4490,104851,54.2944,18.1531
24,śląskie,2021-08-03T10:30:00,362773,9426,203998,50.5717,19.322
26,świętokrzyskie,2021-08-03T10:30:00,73118,2575,37410,50.6261,20.9406
28,warmińsko-mazurskie,2021-08-03T10:30:00,122011,3012,63834,53.8671,20.7028
30,wielkopolskie,2021-08-03T10:30:00,285896,7380,148080,52.28,17.3523
32,zachodniopomorskie,2021-08-03T10:30:00,130015,2934,62499,53.4658,15.1823
,nieokreślono,2021-08-03T10:30:00,54476,73,1146393,52.0693,19.4803
