TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-03-19T10:30:00,133657,3038,26715,51.134,16.8842
04,kujawsko-pomorskie,2021-03-19T10:30:00,136773,3162,33853,53.1648,18.4834
06,lubelskie,2021-03-19T10:30:00,93171,3172,18611,51.2494,23.1011
08,lubuskie,2021-03-19T10:30:00,53020,1330,14896,52.2275,15.2559
10,łódzkie,2021-03-19T10:30:00,123014,3322,23535,51.4635,19.1727
12,małopolskie,2021-03-19T10:30:00,150392,3666,24391,49.7225,20.2503
14,mazowieckie,2021-03-19T10:30:00,271697,6318,74361,51.8927,21.0022
16,opolskie,2021-03-19T10:30:00,48867,1417,7509,50.8004,17.938
18,podkarpackie,2021-03-19T10:30:00,92383,2822,20406,50.0575,22.0896
20,podlaskie,2021-03-19T10:30:00,54470,1544,14403,53.0697,22.9675
22,pomorskie,2021-03-19T10:30:00,144029,3100,41828,54.2944,18.1531
24,śląskie,2021-03-19T10:30:00,228179,5269,41618,50.5717,19.322
26,świętokrzyskie,2021-03-19T10:30:00,49146,1456,8609,50.6261,20.9406
28,warmińsko-mazurskie,2021-03-19T10:30:00,98528,2235,31337,53.8671,53.8671
30,wielkopolskie,2021-03-19T10:30:00,193586,4855,37863,52.28,17.3523
32,zachodniopomorskie,2021-03-19T10:30:00,96713,2033,22394,53.4658,15.1823
,nieokreślono,2021-03-19T10:30:00,42619,68,1177943,52.0693,19.4803
