TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-06-18T10:30:00,213064,4894,122609,51.134,16.8842
04,kujawsko-pomorskie,2021-06-18T10:30:00,180557,4763,88870,53.1648,18.4834
06,lubelskie,2021-06-18T10:30:00,126769,4440,58621,51.2494,23.1011
08,lubuskie,2021-06-18T10:30:00,74009,2041,42171,52.2275,15.2559
10,łódzkie,2021-06-18T10:30:00,179981,5102,92129,51.4635,19.1727
12,małopolskie,2021-06-18T10:30:00,222540,5817,112259,49.7225,20.2503
14,mazowieckie,2021-06-18T10:30:00,396411,9406,235105,51.8927,21.0022
16,opolskie,2021-06-18T10:30:00,69913,2043,32202,50.8004,17.938
18,podkarpackie,2021-06-18T10:30:00,126475,4436,64727,50.0575,22.0896
20,podlaskie,2021-06-18T10:30:00,69859,2140,33842,53.0697,22.9675
22,pomorskie,2021-06-18T10:30:00,192252,4459,104520,54.2944,18.1531
24,śląskie,2021-06-18T10:30:00,362291,9373,203265,50.5717,19.322
26,świętokrzyskie,2021-06-18T10:30:00,72969,2550,37211,50.6261,20.9406
28,warmińsko-mazurskie,2021-06-18T10:30:00,121839,2998,63637,53.8671,20.7028
30,wielkopolskie,2021-06-18T10:30:00,285431,7340,147442,52.28,17.3523
32,zachodniopomorskie,2021-06-18T10:30:00,129807,2911,62188,53.4658,15.1823
,nieokreślono,2021-06-18T10:30:00,54299,69,1149081,52.0693,19.4803
