TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-08-04T10:30:00,213429,4937,123163,51.134,16.8842
04,kujawsko-pomorskie,2021-08-04T10:30:00,180761,4790,89205,53.1648,18.4834
06,lubelskie,2021-08-04T10:30:00,127130,4481,59123,51.2494,23.1011
08,lubuskie,2021-08-04T10:30:00,74077,2054,42276,52.2275,15.2559
10,łódzkie,2021-08-04T10:30:00,180305,5133,92906,51.4635,19.1727
12,małopolskie,2021-08-04T10:30:00,223039,5865,112838,49.7225,20.2503
14,mazowieckie,2021-08-04T10:30:00,397081,9455,236071,51.8927,21.0022
16,opolskie,2021-08-04T10:30:00,70012,2054,32362,50.8004,17.938
18,podkarpackie,2021-08-04T10:30:00,126703,4463,64924,50.0575,22.0896
20,podlaskie,2021-08-04T10:30:00,70061,2146,34068,53.0697,22.9675
22,pomorskie,2021-08-04T10:30:00,192524,4490,104854,54.2944,18.1531
24,śląskie,2021-08-04T10:30:00,362784,9426,204012,50.5717,19.322
26,świętokrzyskie,2021-08-04T10:30:00,73120,2575,37413,50.6261,20.9406
28,warmińsko-mazurskie,2021-08-04T10:30:00,122013,3013,63835,53.8671,20.7028
30,wielkopolskie,2021-08-04T10:30:00,285903,7380,148088,52.28,17.3523
32,zachodniopomorskie,2021-08-04T10:30:00,130022,2934,62506,53.4658,15.1823
,nieokreślono,2021-08-04T10:30:00,54484,73,1146337,52.0693,19.4803
