TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-10-21 10:31:00,216898,4976,125580,51.134,16.8842
04,kujawsko-pomorskie,2021-10-21 10:31:00,183223,4845,90890,53.1648,18.4834
06,lubelskie,2021-10-21 10:31:00,140985,4661,65936,51.2494,23.1011
08,lubuskie,2021-10-21 10:31:00,75113,2067,43005,52.2275,15.2559
10,łódzkie,2021-10-21 10:31:00,184220,5206,95399,51.4635,19.1727
12,małopolskie,2021-10-21 10:31:00,227672,5936,116409,49.7225,20.2503
14,mazowieckie,2021-10-21 10:31:00,409676,9560,243306,51.8927,21.0022
16,opolskie,2021-10-21 10:31:00,71063,2083,33070,50.8004,17.938
18,podkarpackie,2021-10-21 10:31:00,130638,4535,67463,50.0575,22.0896
20,podlaskie,2021-10-21 10:31:00,76208,2206,37199,53.0697,22.9675
22,pomorskie,2021-10-21 10:31:00,196018,4522,107202,54.2944,18.1531
24,śląskie,2021-10-21 10:31:00,366808,9492,206786,50.5717,19.322
26,świętokrzyskie,2021-10-21 10:31:00,74259,2609,38208,50.6261,20.9406
28,warmińsko-mazurskie,2021-10-21 10:31:00,124367,3046,65316,53.8671,20.7028
30,wielkopolskie,2021-10-21 10:31:00,289309,7431,150209,52.28,17.3523
32,zachodniopomorskie,2021-10-21 10:31:00,134242,2973,65205,53.4658,15.1823
,nieokreślono,2021-10-21 10:31:00,55508,152,1128641,52.0693,19.4803
