TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-08-31 10:30:00,213733,4940,123475,51.134,16.8842
04,kujawsko-pomorskie,2021-08-31 10:30:00,180962,4795,89441,53.1648,18.4834
06,lubelskie,2021-08-31 10:30:00,127434,4488,59432,51.2494,23.1011
08,lubuskie,2021-08-31 10:30:00,74170,2056,42391,52.2275,15.2559
10,łódzkie,2021-08-31 10:30:00,180593,5136,93166,51.4635,19.1727
12,małopolskie,2021-08-31 10:30:00,223666,5869,113530,49.7225,20.2503
14,mazowieckie,2021-08-31 10:30:00,397866,9463,236767,51.8927,21.0022
16,opolskie,2021-08-31 10:30:00,70149,2055,32491,50.8004,17.938
18,podkarpackie,2021-08-31 10:30:00,127065,4466,65211,50.0575,22.0896
20,podlaskie,2021-08-31 10:30:00,70316,2150,34312,53.0697,22.9675
22,pomorskie,2021-08-31 10:30:00,192865,4492,105180,54.2944,18.1531
24,śląskie,2021-08-31 10:30:00,363270,9438,204488,50.5717,19.322
26,świętokrzyskie,2021-08-31 10:30:00,73257,2579,37573,50.6261,20.9406
28,warmińsko-mazurskie,2021-08-31 10:30:00,122173,3018,64019,53.8671,20.7028
30,wielkopolskie,2021-08-31 10:30:00,286220,7388,148385,52.28,17.3523
32,zachodniopomorskie,2021-08-31 10:30:00,130281,2939,62710,53.4658,15.1823
,nieokreślono,2021-08-31 10:30:00,54650,73,1144513,52.0693,19.4803
