TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-06-06T10:30:00,212789,4837,122029,51.134,16.8842
04,kujawsko-pomorskie,2021-06-06T10:30:00,180407,4735,88609,53.1648,18.4834
06,lubelskie,2021-06-06T10:30:00,126509,4402,58239,51.2494,23.1011
08,lubuskie,2021-06-06T10:30:00,73941,2032,42053,52.2275,15.2559
10,łódzkie,2021-06-06T10:30:00,179716,5056,91599,51.4635,19.1727
12,małopolskie,2021-06-06T10:30:00,222290,5770,111786,49.7225,20.2503
14,mazowieckie,2021-06-06T10:30:00,395957,9325,234292,51.8927,21.0022
16,opolskie,2021-06-06T10:30:00,69815,2031,31941,50.8004,17.938
18,podkarpackie,2021-06-06T10:30:00,126349,4421,64575,50.0575,22.0896
20,podlaskie,2021-06-06T10:30:00,69785,2124,33677,53.0697,22.9675
22,pomorskie,2021-06-06T10:30:00,192127,4427,104253,54.2944,18.1531
24,śląskie,2021-06-06T10:30:00,361964,9292,202534,50.5717,19.322
26,świętokrzyskie,2021-06-06T10:30:00,72880,2503,37034,50.6261,20.9406
28,warmińsko-mazurskie,2021-06-06T10:30:00,121756,2975,63461,53.8671,20.7028
30,wielkopolskie,2021-06-06T10:30:00,285096,7265,146753,52.28,17.3523
32,zachodniopomorskie,2021-06-06T10:30:00,129648,2888,61866,53.4658,15.1823
,nieokreślono,2021-06-06T10:30:00,54107,69,1150449,52.0693,19.4803
