TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-03-06T10:30:00,116650,2831,16417,51.134,16.8842
04,kujawsko-pomorskie,2021-03-06T10:30:00,123585,2898,24508,53.1648,18.4834
06,lubelskie,2021-03-06T10:30:00,85876,2964,13485,51.2494,23.1011
08,lubuskie,2021-03-06T10:30:00,46229,1210,9571,52.2275,15.2559
10,łódzkie,2021-03-06T10:30:00,110957,3129,15589,51.4635,19.1727
12,małopolskie,2021-03-06T10:30:00,132909,3441,13577,49.7225,20.2503
14,mazowieckie,2021-03-06T10:30:00,231656,5756,45802,51.8927,21.0022
16,opolskie,2021-03-06T10:30:00,44853,1364,5275,50.8004,17.938
18,podkarpackie,2021-03-06T10:30:00,80102,2560,11637,50.0575,22.0896
20,podlaskie,2021-03-06T10:30:00,49609,1416,10224,53.0697,22.9675
22,pomorskie,2021-03-06T10:30:00,127177,2864,28099,54.2944,18.1531
24,śląskie,2021-03-06T10:30:00,198129,4819,24437,50.5717,19.322
26,świętokrzyskie,2021-03-06T10:30:00,43965,1323,5286,50.6261,20.9406
28,warmińsko-mazurskie,2021-03-06T10:30:00,87189,2017,20460,53.8671,53.8671
30,wielkopolskie,2021-03-06T10:30:00,174287,4582,26121,52.28,17.3523
32,zachodniopomorskie,2021-03-06T10:30:00,89696,1920,17363,53.4658,15.1823
,nieokreślono,2021-03-06T10:30:00,38476,65,1183757,52.0693,19.4803
