TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-05-10T10:30:00,208996,4506,114722,51.134,16.8842
04,kujawsko-pomorskie,2021-05-10T10:30:00,178378,4554,84738,53.1648,18.4834
06,lubelskie,2021-05-10T10:30:00,124132,4209,54132,51.2494,23.1011
08,lubuskie,2021-05-10T10:30:00,73140,1919,40418,52.2275,15.2559
10,łódzkie,2021-05-10T10:30:00,176445,4754,85424,51.4635,19.1727
12,małopolskie,2021-05-10T10:30:00,219259,5434,105897,49.7225,20.2503
14,mazowieckie,2021-05-10T10:30:00,390926,8896,224663,51.8927,21.0022
16,opolskie,2021-05-10T10:30:00,68385,1934,29393,50.8004,17.938
18,podkarpackie,2021-05-10T10:30:00,125422,4245,62797,50.0575,22.0896
20,podlaskie,2021-05-10T10:30:00,68744,2046,32023,53.0697,22.9675
22,pomorskie,2021-05-10T10:30:00,189749,4236,99875,54.2944,18.1531
24,śląskie,2021-05-10T10:30:00,356809,8461,191852,50.5717,19.322
26,świętokrzyskie,2021-05-10T10:30:00,71815,2296,35065,50.6261,20.9406
28,warmińsko-mazurskie,2021-05-10T10:30:00,120645,2844,61559,53.8671,20.7028
30,wielkopolskie,2021-05-10T10:30:00,280653,6913,138553,52.28,17.3523
32,zachodniopomorskie,2021-05-10T10:30:00,127488,2703,57863,53.4658,15.1823
,nieokreślono,2021-05-10T10:30:00,54097,84,1157060,52.0693,19.4803
