TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-07-20T10:30:00,213315,4932,123045,51.134,16.8842
04,kujawsko-pomorskie,2021-07-20T10:30:00,180690,4787,89114,53.1648,18.4834
06,lubelskie,2021-07-20T10:30:00,126992,4475,59007,51.2494,23.1011
08,lubuskie,2021-07-20T10:30:00,74048,2052,42252,52.2275,15.2559
10,łódzkie,2021-07-20T10:30:00,180218,5128,92783,51.4635,19.1727
12,małopolskie,2021-07-20T10:30:00,222768,5863,112634,49.7225,20.2503
14,mazowieckie,2021-07-20T10:30:00,396829,9454,235804,51.8927,21.0022
16,opolskie,2021-07-20T10:30:00,69983,2053,32341,50.8004,17.938
18,podkarpackie,2021-07-20T10:30:00,126598,4459,64870,50.0575,22.0896
20,podlaskie,2021-07-20T10:30:00,69985,2145,33996,53.0697,22.9675
22,pomorskie,2021-07-20T10:30:00,192406,4486,104765,54.2944,18.1531
24,śląskie,2021-07-20T10:30:00,362589,9421,203828,50.5717,19.322
26,świętokrzyskie,2021-07-20T10:30:00,73077,2574,37372,50.6261,20.9406
28,warmińsko-mazurskie,2021-07-20T10:30:00,121950,3011,63784,53.8671,20.7028
30,wielkopolskie,2021-07-20T10:30:00,285793,7374,147937,52.28,17.3523
32,zachodniopomorskie,2021-07-20T10:30:00,129953,2932,62430,53.4658,15.1823
,nieokreślono,2021-07-20T10:30:00,54400,73,1147032,52.0693,19.4803
