TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-08-07T10:30:00,213466,4937,123195,51.134,16.8842
04,kujawsko-pomorskie,2021-08-07T10:30:00,180783,4793,89228,53.1648,18.4834
06,lubelskie,2021-08-07T10:30:00,127164,4483,59154,51.2494,23.1011
08,lubuskie,2021-08-07T10:30:00,74088,2055,42290,52.2275,15.2559
10,łódzkie,2021-08-07T10:30:00,180330,5133,92934,51.4635,19.1727
12,małopolskie,2021-08-07T10:30:00,223123,5865,112921,49.7225,20.2503
14,mazowieckie,2021-08-07T10:30:00,397160,9457,236126,51.8927,21.0022
16,opolskie,2021-08-07T10:30:00,70028,2054,32374,50.8004,17.938
18,podkarpackie,2021-08-07T10:30:00,126729,4463,64952,50.0575,22.0896
20,podlaskie,2021-08-07T10:30:00,70085,2146,34087,53.0697,22.9675
22,pomorskie,2021-08-07T10:30:00,192542,4490,104888,54.2944,18.1531
24,śląskie,2021-08-07T10:30:00,362838,9429,204070,50.5717,19.322
26,świętokrzyskie,2021-08-07T10:30:00,73132,2576,37428,50.6261,20.9406
28,warmińsko-mazurskie,2021-08-07T10:30:00,122022,3014,63854,53.8671,20.7028
30,wielkopolskie,2021-08-07T10:30:00,285934,7383,148116,52.28,17.3523
32,zachodniopomorskie,2021-08-07T10:30:00,130044,2934,62525,53.4658,15.1823
,nieokreślono,2021-08-07T10:30:00,54508,73,1146217,52.0693,19.4803
