TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-07-06T10:30:00,213226,4911,122943,51.134,16.8842
04,kujawsko-pomorskie,2021-07-06T10:30:00,180629,4782,89029,53.1648,18.4834
06,lubelskie,2021-07-06T10:30:00,126915,4468,58925,51.2494,23.1011
08,lubuskie,2021-07-06T10:30:00,74030,2047,42231,52.2275,15.2559
10,łódzkie,2021-07-06T10:30:00,180133,5119,92472,51.4635,19.1727
12,małopolskie,2021-07-06T10:30:00,222670,5850,112535,49.7225,20.2503
14,mazowieckie,2021-07-06T10:30:00,396661,9441,235601,51.8927,21.0022
16,opolskie,2021-07-06T10:30:00,69957,2051,32308,50.8004,17.938
18,podkarpackie,2021-07-06T10:30:00,126557,4449,64835,50.0575,22.0896
20,podlaskie,2021-07-06T10:30:00,69926,2143,33944,53.0697,22.9675
22,pomorskie,2021-07-06T10:30:00,192345,4479,104688,54.2944,18.1531
24,śląskie,2021-07-06T10:30:00,362495,9418,203686,50.5717,19.322
26,świętokrzyskie,2021-07-06T10:30:00,73047,2567,37320,50.6261,20.9406
28,warmińsko-mazurskie,2021-07-06T10:30:00,121905,3009,63737,53.8671,20.7028
30,wielkopolskie,2021-07-06T10:30:00,285653,7364,147792,52.28,17.3523
32,zachodniopomorskie,2021-07-06T10:30:00,129901,2928,62361,53.4658,15.1823
,nieokreślono,2021-07-06T10:30:00,54353,69,1147858,52.0693,19.4803
