TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-08-17 10:30:00,213569,4940,123289,51.134,16.8842
04,kujawsko-pomorskie,2021-08-17 10:30:00,180852,4793,89307,53.1648,18.4834
06,lubelskie,2021-08-17 10:30:00,127285,4483,59271,51.2494,23.1011
08,lubuskie,2021-08-17 10:30:00,74125,2055,42318,52.2275,15.2559
10,łódzkie,2021-08-17 10:30:00,180403,5133,93011,51.4635,19.1727
12,małopolskie,2021-08-17 10:30:00,223308,5866,113200,49.7225,20.2503
14,mazowieckie,2021-08-17 10:30:00,397384,9458,236338,51.8927,21.0022
16,opolskie,2021-08-17 10:30:00,70066,2055,32413,50.8004,17.938
18,podkarpackie,2021-08-17 10:30:00,126843,4465,65041,50.0575,22.0896
20,podlaskie,2021-08-17 10:30:00,70173,2149,34166,53.0697,22.9675
22,pomorskie,2021-08-17 10:30:00,192647,4492,104976,54.2944,18.1531
24,śląskie,2021-08-17 10:30:00,362993,9432,204224,50.5717,19.322
26,świętokrzyskie,2021-08-17 10:30:00,73181,2577,37479,50.6261,20.9406
28,warmińsko-mazurskie,2021-08-17 10:30:00,122084,3014,63911,53.8671,20.7028
30,wielkopolskie,2021-08-17 10:30:00,286051,7385,148201,52.28,17.3523
32,zachodniopomorskie,2021-08-17 10:30:00,130119,2936,62587,53.4658,15.1823
,nieokreślono,2021-08-17 10:30:00,54593,73,1145811,52.0693,19.4803
