TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-08-19 10:30:00,213595,4940,123313,51.134,16.8842
04,kujawsko-pomorskie,2021-08-19 10:30:00,180865,4793,89328,53.1648,18.4834
06,lubelskie,2021-08-19 10:30:00,127311,4484,59299,51.2494,23.1011
08,lubuskie,2021-08-19 10:30:00,74130,2055,42328,52.2275,15.2559
10,łódzkie,2021-08-19 10:30:00,180431,5133,93017,51.4635,19.1727
12,małopolskie,2021-08-19 10:30:00,223356,5867,113234,49.7225,20.2503
14,mazowieckie,2021-08-19 10:30:00,397450,9460,236377,51.8927,21.0022
16,opolskie,2021-08-19 10:30:00,70082,2055,32418,50.8004,17.938
18,podkarpackie,2021-08-19 10:30:00,126872,4465,65060,50.0575,22.0896
20,podlaskie,2021-08-19 10:30:00,70192,2149,34204,53.0697,22.9675
22,pomorskie,2021-08-19 10:30:00,192676,4492,105002,54.2944,18.1531
24,śląskie,2021-08-19 10:30:00,363022,9433,204248,50.5717,19.322
26,świętokrzyskie,2021-08-19 10:30:00,73187,2577,37486,50.6261,20.9406
28,warmińsko-mazurskie,2021-08-19 10:30:00,122098,3014,63926,53.8671,20.7028
30,wielkopolskie,2021-08-19 10:30:00,286072,7385,148216,52.28,17.3523
32,zachodniopomorskie,2021-08-19 10:30:00,130136,2936,62601,53.4658,15.1823
,nieokreślono,2021-08-19 10:30:00,54604,73,1145724,52.0693,19.4803
