TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-04-05T10:30:00,172105,3441,57971,51.134,16.8842
04,kujawsko-pomorskie,2021-04-05T10:30:00,158963,3624,55726,53.1648,18.4834
06,lubelskie,2021-04-05T10:30:00,107158,3504,30684,51.2494,23.1011
08,lubuskie,2021-04-05T10:30:00,64366,1506,26276,52.2275,15.2559
10,łódzkie,2021-04-05T10:30:00,148520,3707,45512,51.4635,19.1727
12,małopolskie,2021-04-05T10:30:00,186696,4115,55868,49.7225,20.2503
14,mazowieckie,2021-04-05T10:30:00,339336,7123,141073,51.8927,21.0022
16,opolskie,2021-04-05T10:30:00,57963,1581,14730,50.8004,17.938
18,podkarpackie,2021-04-05T10:30:00,112060,3284,40287,50.0575,22.0896
20,podlaskie,2021-04-05T10:30:00,61653,1713,21844,53.0697,22.9675
22,pomorskie,2021-04-05T10:30:00,170078,3464,69410,54.2944,18.1531
24,śląskie,2021-04-05T10:30:00,296518,6064,97396,50.5717,19.322
26,świętokrzyskie,2021-04-05T10:30:00,60969,1688,18855,50.6261,20.9406
28,warmińsko-mazurskie,2021-04-05T10:30:00,111066,2481,46816,53.8671,20.7028
30,wielkopolskie,2021-04-05T10:30:00,240026,5417,75603,52.28,17.3523
32,zachodniopomorskie,2021-04-05T10:30:00,111328,2213,35054,53.4658,15.1823
,nieokreślono,2021-04-05T10:30:00,49658,80,1176203,52.0693,19.4803
