TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-05-22T10:30:00,211849,4738,119494,51.134,16.8842
04,kujawsko-pomorskie,2021-05-22T10:30:00,179944,4689,87340,53.1648,18.4834
06,lubelskie,2021-05-22T10:30:00,125857,4335,56728,51.2494,23.1011
08,lubuskie,2021-05-22T10:30:00,73748,2001,41516,52.2275,15.2559
10,łódzkie,2021-05-22T10:30:00,178845,4957,89451,51.4635,19.1727
12,małopolskie,2021-05-22T10:30:00,221503,5657,109777,49.7225,20.2503
14,mazowieckie,2021-05-22T10:30:00,394600,9189,231014,51.8927,21.0022
16,opolskie,2021-05-22T10:30:00,69394,1998,31060,50.8004,17.938
18,podkarpackie,2021-05-22T10:30:00,126102,4365,63977,50.0575,22.0896
20,podlaskie,2021-05-22T10:30:00,69488,2090,32990,53.0697,22.9675
22,pomorskie,2021-05-22T10:30:00,191566,4389,102657,54.2944,18.1531
24,śląskie,2021-05-22T10:30:00,360665,9060,199182,50.5717,19.322
26,świętokrzyskie,2021-05-22T10:30:00,72586,2441,36318,50.6261,20.9406
28,warmińsko-mazurskie,2021-05-22T10:30:00,121470,2929,62786,53.8671,20.7028
30,wielkopolskie,2021-05-22T10:30:00,283882,7144,143995,52.28,17.3523
32,zachodniopomorskie,2021-05-22T10:30:00,129057,2831,60394,53.4658,15.1823
,nieokreślono,2021-05-22T10:30:00,53990,69,1153007,52.0693,19.4803
