TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-08-06T10:31:00,213457,4937,123182,51.134,16.8842
04,kujawsko-pomorskie,2021-08-06T10:31:00,180776,4793,89214,53.1648,18.4834
06,lubelskie,2021-08-06T10:31:00,127150,4482,59141,51.2494,23.1011
08,lubuskie,2021-08-06T10:31:00,74083,2055,42285,52.2275,15.2559
10,łódzkie,2021-08-06T10:31:00,180324,5133,92925,51.4635,19.1727
12,małopolskie,2021-08-06T10:31:00,223097,5865,112893,49.7225,20.2503
14,mazowieckie,2021-08-06T10:31:00,397137,9457,236109,51.8927,21.0022
16,opolskie,2021-08-06T10:31:00,70020,2054,32368,50.8004,17.938
18,podkarpackie,2021-08-06T10:31:00,126720,4463,64940,50.0575,22.0896
20,podlaskie,2021-08-06T10:31:00,70074,2146,34080,53.0697,22.9675
22,pomorskie,2021-08-06T10:31:00,192535,4490,104877,54.2944,18.1531
24,śląskie,2021-08-06T10:31:00,362819,9428,204052,50.5717,19.322
26,świętokrzyskie,2021-08-06T10:31:00,73129,2575,37424,50.6261,20.9406
28,warmińsko-mazurskie,2021-08-06T10:31:00,122018,3014,63847,53.8671,20.7028
30,wielkopolskie,2021-08-06T10:31:00,285914,7382,148100,52.28,17.3523
32,zachodniopomorskie,2021-08-06T10:31:00,130041,2934,62520,53.4658,15.1823
,nieokreślono,2021-08-06T10:31:00,54502,73,1146267,52.0693,19.4803
