TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-10-01 10:31:00,214938,4950,124379,51.134,16.8842
04,kujawsko-pomorskie,2021-10-01 10:30:00,181632,4817,89954,53.1648,18.4834
06,lubelskie,2021-10-01 10:30:00,130469,4532,61052,51.2494,23.1011
08,lubuskie,2021-10-01 10:30:00,74488,2061,42648,52.2275,15.2559
10,łódzkie,2021-10-01 10:30:00,181842,5165,94132,51.4635,19.1727
12,małopolskie,2021-10-01 10:30:00,225291,5899,114827,49.7225,20.2503
14,mazowieckie,2021-10-01 10:30:00,400876,9504,238867,51.8927,21.0022
16,opolskie,2021-10-01 10:30:00,70484,2062,32771,50.8004,17.938
18,podkarpackie,2021-10-01 10:30:00,128387,4489,66118,50.0575,22.0896
20,podlaskie,2021-10-01 10:30:00,71475,2165,35010,53.0697,22.9675
22,pomorskie,2021-10-01 10:30:00,193845,4509,105972,54.2944,18.1531
24,śląskie,2021-10-01 10:30:00,364476,9456,205475,50.5717,19.322
26,świętokrzyskie,2021-10-01 10:30:00,73528,2596,37879,50.6261,20.9406
28,warmińsko-mazurskie,2021-10-01 10:30:00,122844,3026,64426,53.8671,20.7028
30,wielkopolskie,2021-10-01 10:30:00,287265,7402,149154,52.28,17.3523
32,zachodniopomorskie,2021-10-01 10:30:00,131628,2957,63610,53.4658,15.1823
,nieokreślono,2021-10-01 10:30:00,54964,76,1136813,52.0693,19.4803
