TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-05-07T10:30:00,207969,4455,112310,51.134,16.8842
04,kujawsko-pomorskie,2021-05-07T10:30:00,177882,4535,83718,53.1648,18.4834
06,lubelskie,2021-05-07T10:30:00,123652,4189,53049,51.2494,23.1011
08,lubuskie,2021-05-07T10:30:00,72887,1908,39972,52.2275,15.2559
10,łódzkie,2021-05-07T10:30:00,175659,4725,83845,51.4635,19.1727
12,małopolskie,2021-05-07T10:30:00,218443,5412,104175,49.7225,20.2503
14,mazowieckie,2021-05-07T10:30:00,389494,8838,222004,51.8927,21.0022
16,opolskie,2021-05-07T10:30:00,68031,1922,28639,50.8004,17.938
18,podkarpackie,2021-05-07T10:30:00,125156,4197,62214,50.0575,22.0896
20,podlaskie,2021-05-07T10:30:00,68518,2031,31663,53.0697,22.9675
22,pomorskie,2021-05-07T10:30:00,189101,4190,98693,54.2944,18.1531
24,śląskie,2021-05-07T10:30:00,355348,8364,188430,50.5717,19.322
26,świętokrzyskie,2021-05-07T10:30:00,71541,2277,34478,50.6261,20.9406
28,warmińsko-mazurskie,2021-05-07T10:30:00,120393,2835,61035,53.8671,20.7028
30,wielkopolskie,2021-05-07T10:30:00,279451,6809,136195,52.28,17.3523
32,zachodniopomorskie,2021-05-07T10:30:00,126932,2673,56684,53.4658,15.1823
,nieokreślono,2021-05-07T10:30:00,53968,85,1157955,52.0693,19.4803
