TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-03-20T10:30:00,135883,3057,28087,51.134,16.8842
04,kujawsko-pomorskie,2021-03-20T10:30:00,138262,3187,35181,53.1648,18.4834
06,lubelskie,2021-03-20T10:30:00,93899,3189,19259,51.2494,23.1011
08,lubuskie,2021-03-20T10:30:00,53793,1342,15684,52.2275,15.2559
10,łódzkie,2021-03-20T10:30:00,124433,3337,24608,51.4635,19.1727
12,małopolskie,2021-03-20T10:30:00,152530,3691,25977,49.7225,20.2503
14,mazowieckie,2021-03-20T10:30:00,275863,6358,77263,51.8927,21.0022
16,opolskie,2021-03-20T10:30:00,49339,1435,7825,50.8004,17.938
18,podkarpackie,2021-03-20T10:30:00,93781,2855,21559,50.0575,22.0896
20,podlaskie,2021-03-20T10:30:00,54992,1562,14844,53.0697,22.9675
22,pomorskie,2021-03-20T10:30:00,145871,3111,43551,54.2944,18.1531
24,śląskie,2021-03-20T10:30:00,231779,5323,44423,50.5717,19.322
26,świętokrzyskie,2021-03-20T10:30:00,49882,1465,9120,50.6261,20.9406
28,warmińsko-mazurskie,2021-03-20T10:30:00,99397,2248,32533,53.8671,20.7028
30,wielkopolskie,2021-03-20T10:30:00,196377,4886,39461,52.28,17.3523
32,zachodniopomorskie,2021-03-20T10:30:00,97577,2042,23052,53.4658,15.1823
,nieokreślono,2021-03-20T10:30:00,43042,71,1177623,52.0693,19.4803
