TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-07-27T10:30:00,213370,4935,123108,51.134,16.8842
04,kujawsko-pomorskie,2021-07-27T10:30:00,180713,4787,89154,53.1648,18.4834
06,lubelskie,2021-07-27T10:30:00,127044,4479,59048,51.2494,23.1011
08,lubuskie,2021-07-27T10:30:00,74060,2052,42261,52.2275,15.2559
10,łódzkie,2021-07-27T10:30:00,180253,5131,92846,51.4635,19.1727
12,małopolskie,2021-07-27T10:30:00,222867,5865,112705,49.7225,20.2503
14,mazowieckie,2021-07-27T10:30:00,396938,9455,235917,51.8927,21.0022
16,opolskie,2021-07-27T10:30:00,69994,2054,32353,50.8004,17.938
18,podkarpackie,2021-07-27T10:30:00,126626,4460,64899,50.0575,22.0896
20,podlaskie,2021-07-27T10:30:00,70013,2146,34031,53.0697,22.9675
22,pomorskie,2021-07-27T10:30:00,192452,4488,104802,54.2944,18.1531
24,śląskie,2021-07-27T10:30:00,362662,9426,203903,50.5717,19.322
26,świętokrzyskie,2021-07-27T10:30:00,73098,2575,37399,50.6261,20.9406
28,warmińsko-mazurskie,2021-07-27T10:30:00,121973,3011,63804,53.8671,20.7028
30,wielkopolskie,2021-07-27T10:30:00,285849,7378,148011,52.28,17.3523
32,zachodniopomorskie,2021-07-27T10:30:00,129985,2934,62460,53.4658,15.1823
,nieokreślono,2021-07-27T10:30:00,54430,73,1146706,52.0693,19.4803
