TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-04-21T10:31:00,197174,3986,93226,51.134,16.8842
04,kujawsko-pomorskie,2021-04-21T10:31:00,172640,4199,73846,53.1648,18.4834
06,lubelskie,2021-04-21T10:31:00,118693,3947,44151,51.2494,23.1011
08,lubuskie,2021-04-21T10:31:00,70447,1743,35320,52.2275,15.2559
10,łódzkie,2021-04-21T10:31:00,167756,4250,69239,51.4635,19.1727
12,małopolskie,2021-04-21T10:31:00,209838,4903,87518,49.7225,20.2503
14,mazowieckie,2021-04-21T10:31:00,376427,8179,195868,51.8927,21.0022
16,opolskie,2021-04-21T10:31:00,64703,1797,23281,50.8004,17.938
18,podkarpackie,2021-04-21T10:31:00,122142,3844,55561,50.0575,22.0896
20,podlaskie,2021-04-21T10:31:00,66756,1896,27946,53.0697,22.9675
22,pomorskie,2021-04-21T10:31:00,183904,3909,89331,54.2944,18.1531
24,śląskie,2021-04-21T10:31:00,338781,7333,157145,50.5717,19.322
26,świętokrzyskie,2021-04-21T10:31:00,68574,2023,28738,50.6261,20.9406
28,warmińsko-mazurskie,2021-04-21T10:31:00,117879,2700,56052,53.8671,20.7028
30,wielkopolskie,2021-04-21T10:31:00,268236,6246,115474,52.28,17.3523
32,zachodniopomorskie,2021-04-21T10:31:00,121727,2434,48115,53.4658,15.1823
,nieokreślono,2021-04-21T10:31:00,52816,84,1165419,52.0693,19.4803
