TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-11-08 10:30:00,225041,5031,129860,51.134,16.8842
04,kujawsko-pomorskie,2021-11-08 10:30:00,189112,4907,94227,53.1648,18.4834
06,lubelskie,2021-11-08 10:30:00,164845,5026,84833,51.2494,23.1011
08,lubuskie,2021-11-08 10:30:00,77459,2075,44359,52.2275,15.2559
10,łódzkie,2021-11-08 10:30:00,193617,5320,100239,51.4635,19.1727
12,małopolskie,2021-11-08 10:30:00,235997,6018,120808,49.7225,20.2503
14,mazowieckie,2021-11-08 10:30:00,443124,9799,262110,51.8927,21.0022
16,opolskie,2021-11-08 10:30:00,73466,2111,34379,50.8004,17.938
18,podkarpackie,2021-11-08 10:30:00,137749,4617,71857,50.0575,22.0896
20,podlaskie,2021-11-08 10:30:00,87538,2348,45849,53.0697,22.9675
22,pomorskie,2021-11-08 10:30:00,203579,4545,111431,54.2944,18.1531
24,śląskie,2021-11-08 10:30:00,376517,9611,211721,50.5717,19.322
26,świętokrzyskie,2021-11-08 10:30:00,76876,2659,39721,50.6261,20.9406
28,warmińsko-mazurskie,2021-11-08 10:30:00,129982,3104,68512,53.8671,20.7028
30,wielkopolskie,2021-11-08 10:30:00,297198,7498,154367,52.28,17.3523
32,zachodniopomorskie,2021-11-08 10:30:00,142058,3015,70020,53.4658,15.1823
,nieokreślono,2021-11-08 10:30:00,57376,76,1109032,52.0693,19.4803
