TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-02-22T10:31:00,107428,2649,11014,51.134,16.8842
04,kujawsko-pomorskie,2021-02-22T10:31:00,114921,2705,18127,53.1648,18.4834
06,lubelskie,2021-02-22T10:31:00,81201,2779,9915,51.2494,23.1011
08,lubuskie,2021-02-22T10:31:00,41601,1111,6288,52.2275,15.2559
10,łódzkie,2021-02-22T10:31:00,103996,2974,11144,51.4635,19.1727
12,małopolskie,2021-02-22T10:31:00,124014,3291,8741,49.7225,20.2503
14,mazowieckie,2021-02-22T10:31:00,207187,5320,29984,51.8927,21.0022
16,opolskie,2021-02-22T10:31:00,42971,1313,3983,50.8004,17.938
18,podkarpackie,2021-02-22T10:31:00,72243,2370,6690,50.0575,22.0896
20,podlaskie,2021-02-22T10:31:00,45505,1280,7156,53.0697,22.9675
22,pomorskie,2021-02-22T10:31:00,114794,2631,19405,54.2944,18.1531
24,śląskie,2021-02-22T10:31:00,183542,4495,16003,50.5717,19.322
26,świętokrzyskie,2021-02-22T10:31:00,41091,1243,3467,50.6261,20.9406
28,warmińsko-mazurskie,2021-02-22T10:31:00,76892,1870,13315,53.8671,53.8671
30,wielkopolskie,2021-02-22T10:31:00,164098,4353,19064,52.28,17.3523
32,zachodniopomorskie,2021-02-22T10:31:00,84935,1783,13551,53.4658,15.1823
,nieokreślono,2021-02-22T10:31:00,36239,21,1186526,52.0693,19.4803
