TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-05-24T10:30:00,211976,4743,120168,51.134,16.8842
04,kujawsko-pomorskie,2021-05-24T10:30:00,180024,4690,87653,53.1648,18.4834
06,lubelskie,2021-05-24T10:30:00,125932,4335,57065,51.2494,23.1011
08,lubuskie,2021-05-24T10:30:00,73774,2001,41667,52.2275,15.2559
10,łódzkie,2021-05-24T10:30:00,178988,4958,89947,51.4635,19.1727
12,małopolskie,2021-05-24T10:30:00,221641,5660,110260,49.7225,20.2503
14,mazowieckie,2021-05-24T10:30:00,394825,9196,231767,51.8927,21.0022
16,opolskie,2021-05-24T10:30:00,69463,1999,31263,50.8004,17.938
18,podkarpackie,2021-05-24T10:30:00,126133,4366,64097,50.0575,22.0896
20,podlaskie,2021-05-24T10:30:00,69525,2093,33136,53.0697,22.9675
22,pomorskie,2021-05-24T10:30:00,191679,4392,103085,54.2944,18.1531
24,śląskie,2021-05-24T10:30:00,360870,9073,199977,50.5717,19.322
26,świętokrzyskie,2021-05-24T10:30:00,72634,2444,36515,50.6261,20.9406
28,warmińsko-mazurskie,2021-05-24T10:30:00,121504,2933,62962,53.8671,20.7028
30,wielkopolskie,2021-05-24T10:30:00,284055,7161,144617,52.28,17.3523
32,zachodniopomorskie,2021-05-24T10:30:00,129139,2832,60744,53.4658,15.1823
,nieokreślono,2021-05-24T10:30:00,54019,69,1152756,52.0693,19.4803
