TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-12-11 10:30:00,279284,5493,170990,51.134,16.8842
04,kujawsko-pomorskie,2021-12-11 10:30:00,225171,5513,123372,53.1648,18.4834
06,lubelskie,2021-12-11 10:30:00,202981,6356,129603,51.2494,23.1011
08,lubuskie,2021-12-11 10:30:00,94895,2294,57247,52.2275,15.2559
10,łódzkie,2021-12-11 10:30:00,234320,6002,135635,51.4635,19.1727
12,małopolskie,2021-12-11 10:30:00,291355,6929,163910,49.7225,20.2503
14,mazowieckie,2021-12-11 10:30:00,566982,11339,379058,51.8927,21.0022
16,opolskie,2021-12-11 10:30:00,93509,2472,48905,50.8004,17.938
18,podkarpackie,2021-12-11 10:30:00,165471,5373,96953,50.0575,22.0896
20,podlaskie,2021-12-11 10:30:00,106571,2992,68284,53.0697,22.9675
22,pomorskie,2021-12-11 10:30:00,244033,4958,144253,54.2944,18.1531
24,śląskie,2021-12-11 10:30:00,457996,10548,271349,50.5717,19.322
26,świętokrzyskie,2021-12-11 10:30:00,91760,3006,51768,50.6261,20.9406
28,warmińsko-mazurskie,2021-12-11 10:30:00,155069,3498,89591,53.8671,20.7028
30,wielkopolskie,2021-12-11 10:30:00,357606,8123,200396,52.28,17.3523
32,zachodniopomorskie,2021-12-11 10:30:00,178257,3433,100943,53.4658,15.1823
,nieokreślono,2021-12-11 10:30:00,63538,85,1031306,52.0693,19.4803
