TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-10-11 10:30:00,215577,4958,124932,51.134,16.8842
04,kujawsko-pomorskie,2021-10-11 10:30:00,182114,4833,90388,53.1648,18.4834
06,lubelskie,2021-10-11 10:30:00,133489,4576,62812,51.2494,23.1011
08,lubuskie,2021-10-11 10:30:00,74692,2062,42783,52.2275,15.2559
10,łódzkie,2021-10-11 10:30:00,182581,5176,94646,51.4635,19.1727
12,małopolskie,2021-10-11 10:30:00,226138,5916,115571,49.7225,20.2503
14,mazowieckie,2021-10-11 10:30:00,403664,9525,240598,51.8927,21.0022
16,opolskie,2021-10-11 10:30:00,70653,2072,32900,50.8004,17.938
18,podkarpackie,2021-10-11 10:30:00,129108,4506,66719,50.0575,22.0896
20,podlaskie,2021-10-11 10:30:00,72889,2176,35679,53.0697,22.9675
22,pomorskie,2021-10-11 10:30:00,194559,4518,106447,54.2944,18.1531
24,śląskie,2021-10-11 10:30:00,365229,9474,206048,50.5717,19.322
26,świętokrzyskie,2021-10-11 10:30:00,73730,2598,38004,50.6261,20.9406
28,warmińsko-mazurskie,2021-10-11 10:30:00,123311,3030,64805,53.8671,20.7028
30,wielkopolskie,2021-10-11 10:30:00,287894,7412,149607,52.28,17.3523
32,zachodniopomorskie,2021-10-11 10:30:00,132511,2960,64299,53.4658,15.1823
,nieokreślono,2021-10-11 10:30:00,55165,77,1133450,52.0693,19.4803
