TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-04-27T10:30:00,202308,4159,103043,51.134,16.8842
04,kujawsko-pomorskie,2021-04-27T10:30:00,175118,4317,79107,53.1648,18.4834
06,lubelskie,2021-04-27T10:30:00,120849,4051,48869,51.2494,23.1011
08,lubuskie,2021-04-27T10:30:00,71682,1815,37751,52.2275,15.2559
10,łódzkie,2021-04-27T10:30:00,171430,4438,76851,51.4635,19.1727
12,małopolskie,2021-04-27T10:30:00,213942,5090,96381,49.7225,20.2503
14,mazowieckie,2021-04-27T10:30:00,382605,8447,209958,51.8927,21.0022
16,opolskie,2021-04-27T10:30:00,66216,1839,26017,50.8004,17.938
18,podkarpackie,2021-04-27T10:30:00,123739,4017,59303,50.0575,22.0896
20,podlaskie,2021-04-27T10:30:00,67556,1964,30066,53.0697,22.9675
22,pomorskie,2021-04-27T10:30:00,186145,4026,94480,54.2944,18.1531
24,śląskie,2021-04-27T10:30:00,346662,7778,173330,50.5717,19.322
26,świętokrzyskie,2021-04-27T10:30:00,70090,2095,31709,50.6261,20.9406
28,warmińsko-mazurskie,2021-04-27T10:30:00,118994,2751,58805,53.8671,20.7028
30,wielkopolskie,2021-04-27T10:30:00,273246,6476,126696,52.28,17.3523
32,zachodniopomorskie,2021-04-27T10:30:00,124061,2547,52324,53.4658,15.1823
,nieokreślono,2021-04-27T10:30:00,53391,87,1162346,52.0693,19.4803
