TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-06-27T10:30:00,213156,4905,122825,51.134,16.8842
04,kujawsko-pomorskie,2021-06-27T10:30:00,180593,4775,88982,53.1648,18.4834
06,lubelskie,2021-06-27T10:30:00,126878,4459,58821,51.2494,23.1011
08,lubuskie,2021-06-27T10:30:00,74019,2043,42214,52.2275,15.2559
10,łódzkie,2021-06-27T10:30:00,180075,5111,92350,51.4635,19.1727
12,małopolskie,2021-06-27T10:30:00,222619,5837,112437,49.7225,20.2503
14,mazowieckie,2021-06-27T10:30:00,396548,9428,235437,51.8927,21.0022
16,opolskie,2021-06-27T10:30:00,69941,2049,32277,50.8004,17.938
18,podkarpackie,2021-06-27T10:30:00,126529,4446,64784,50.0575,22.0896
20,podlaskie,2021-06-27T10:30:00,69903,2142,33908,53.0697,22.9675
22,pomorskie,2021-06-27T10:30:00,192304,4470,104627,54.2944,18.1531
24,śląskie,2021-06-27T10:30:00,362423,9406,203536,50.5717,19.322
26,świętokrzyskie,2021-06-27T10:30:00,73014,2557,37269,50.6261,20.9406
28,warmińsko-mazurskie,2021-06-27T10:30:00,121875,3002,63694,53.8671,20.7028
30,wielkopolskie,2021-06-27T10:30:00,285567,7355,147668,52.28,17.3523
32,zachodniopomorskie,2021-06-27T10:30:00,129865,2925,62298,53.4658,15.1823
,nieokreślono,2021-06-27T10:30:00,54329,69,1148395,52.0693,19.4803
