TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-12-22 10:30:00,296276,5797,194076,51.134,16.8842
04,kujawsko-pomorskie,2021-12-22 10:30:00,235476,5770,136367,53.1648,18.4834
06,lubelskie,2021-12-22 10:30:00,208399,6600,137331,51.2494,23.1011
08,lubuskie,2021-12-22 10:30:00,100632,2382,65038,52.2275,15.2559
10,łódzkie,2021-12-22 10:30:00,245889,6289,150097,51.4635,19.1727
12,małopolskie,2021-12-22 10:30:00,308364,7356,185677,49.7225,20.2503
14,mazowieckie,2021-12-22 10:30:00,594084,11919,415930,51.8927,21.0022
16,opolskie,2021-12-22 10:30:00,100121,2646,57709,50.8004,17.938
18,podkarpackie,2021-12-22 10:30:00,171963,5657,105633,50.0575,22.0896
20,podlaskie,2021-12-22 10:30:00,108962,3117,72289,53.0697,22.9675
22,pomorskie,2021-12-22 10:30:00,256863,5173,159934,54.2944,18.1531
24,śląskie,2021-12-22 10:30:00,484303,11136,305765,50.5717,19.322
26,świętokrzyskie,2021-12-22 10:30:00,96164,3156,57478,50.6261,20.9406
28,warmińsko-mazurskie,2021-12-22 10:30:00,161915,3676,98613,53.8671,20.7028
30,wielkopolskie,2021-12-22 10:30:00,377127,8474,225046,52.28,17.3523
32,zachodniopomorskie,2021-12-22 10:30:00,188656,3594,113688,53.4658,15.1823
,nieokreślono,2021-12-22 10:30:00,65076,87,1003681,52.0693,19.4803
