TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-04-18T10:30:00,195097,3889,89914,51.134,16.8842
04,kujawsko-pomorskie,2021-04-18T10:30:00,171432,4104,72324,53.1648,18.4834
06,lubelskie,2021-04-18T10:30:00,117502,3875,42972,51.2494,23.1011
08,lubuskie,2021-04-18T10:30:00,69992,1715,34428,52.2275,15.2559
10,łódzkie,2021-04-18T10:30:00,165992,4151,66923,51.4635,19.1727
12,małopolskie,2021-04-18T10:30:00,207918,4798,84614,49.7225,20.2503
14,mazowieckie,2021-04-18T10:30:00,373564,8029,191086,51.8927,21.0022
16,opolskie,2021-04-18T10:30:00,64137,1757,22339,50.8004,17.938
18,podkarpackie,2021-04-18T10:30:00,121459,3755,54262,50.0575,22.0896
20,podlaskie,2021-04-18T10:30:00,66354,1873,27391,53.0697,22.9675
22,pomorskie,2021-04-18T10:30:00,182822,3838,87409,54.2944,18.1531
24,śląskie,2021-04-18T10:30:00,334901,7080,151819,50.5717,19.322
26,świętokrzyskie,2021-04-18T10:30:00,67882,1989,28013,50.6261,20.9406
28,warmińsko-mazurskie,2021-04-18T10:30:00,117237,2667,55404,53.8671,20.7028
30,wielkopolskie,2021-04-18T10:30:00,265922,6124,112013,52.28,17.3523
32,zachodniopomorskie,2021-04-18T10:30:00,120570,2404,46881,53.4658,15.1823
,nieokreślono,2021-04-18T10:30:00,52546,85,1167186,52.0693,19.4803
