TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-06-15T10:30:00,213006,4883,122513,51.134,16.8842
04,kujawsko-pomorskie,2021-06-15T10:30:00,180512,4758,88819,53.1648,18.4834
06,lubelskie,2021-06-15T10:30:00,126716,4428,58540,51.2494,23.1011
08,lubuskie,2021-06-15T10:30:00,74002,2039,42144,52.2275,15.2559
10,łódzkie,2021-06-15T10:30:00,179934,5094,92030,51.4635,19.1727
12,małopolskie,2021-06-15T10:30:00,222484,5812,112153,49.7225,20.2503
14,mazowieckie,2021-06-15T10:30:00,396329,9384,234958,51.8927,21.0022
16,opolskie,2021-06-15T10:30:00,69884,2037,32167,50.8004,17.938
18,podkarpackie,2021-06-15T10:30:00,126454,4433,64700,50.0575,22.0896
20,podlaskie,2021-06-15T10:30:00,69846,2138,33817,53.0697,22.9675
22,pomorskie,2021-06-15T10:30:00,192231,4439,104487,54.2944,18.1531
24,śląskie,2021-06-15T10:30:00,362228,9350,203141,50.5717,19.322
26,świętokrzyskie,2021-06-15T10:30:00,72950,2540,37175,50.6261,20.9406
28,warmińsko-mazurskie,2021-06-15T10:30:00,121829,2994,63592,53.8671,20.7028
30,wielkopolskie,2021-06-15T10:30:00,285369,7319,147328,52.28,17.3523
32,zachodniopomorskie,2021-06-15T10:30:00,129765,2909,62124,53.4658,15.1823
,nieokreślono,2021-06-15T10:30:00,54280,69,1149392,52.0693,19.4803
