TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-02-03T10:30:00,100926,2455,5232,51.134,16.8842
04,kujawsko-pomorskie,2021-02-03T10:30:00,105927,2326,8909,53.1648,18.4834
06,lubelskie,2021-02-03T10:30:00,76333,2441,4692,51.2494,23.1011
08,lubuskie,2021-02-03T10:30:00,37556,975,2833,52.2275,15.2559
10,łódzkie,2021-02-03T10:30:00,98435,2716,5481,51.4635,19.1727
12,małopolskie,2021-02-03T10:30:00,118224,3088,3848,49.7225,20.2503
14,mazowieckie,2021-02-03T10:30:00,188046,4628,13012,51.8927,21.0022
16,opolskie,2021-02-03T10:30:00,41143,1203,2089,50.8004,17.938
18,podkarpackie,2021-02-03T10:30:00,66645,2192,2649,50.0575,22.0896
20,podlaskie,2021-02-03T10:30:00,41334,1105,3020,53.0697,22.9675
22,pomorskie,2021-02-03T10:30:00,103707,2234,9535,54.2944,18.1531
24,śląskie,2021-02-03T10:30:00,173502,4165,7166,50.5717,19.322
26,świętokrzyskie,2021-02-03T10:30:00,38799,1115,1671,50.6261,20.9406
28,warmińsko-mazurskie,2021-02-03T10:30:00,68127,1701,6001,53.8671,20.7028
30,wielkopolskie,2021-02-03T10:30:00,154795,3961,9705,52.28,17.3523
32,zachodniopomorskie,2021-02-03T10:30:00,79684,1578,7537,53.4658,15.1823
,nieokreślono,2021-02-03T10:30:00,33833,14,1190318,52.0693,19.4803
