TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-11-27 10:30:00,250834,5233,145956,51.134,16.8842
04,kujawsko-pomorskie,2021-11-27 10:30:00,208026,5204,106128,53.1648,18.4834
06,lubelskie,2021-11-27 10:30:00,191777,5892,112990,51.2494,23.1011
08,lubuskie,2021-11-27 10:30:00,85467,2172,49137,52.2275,15.2559
10,łódzkie,2021-11-27 10:30:00,215797,5663,117010,51.4635,19.1727
12,małopolskie,2021-11-27 10:30:00,263429,6427,137736,49.7225,20.2503
14,mazowieckie,2021-11-27 10:30:00,517651,10609,320494,51.8927,21.0022
16,opolskie,2021-11-27 10:30:00,82958,2254,39481,50.8004,17.938
18,podkarpackie,2021-11-27 10:30:00,153806,4991,83857,50.0575,22.0896
20,podlaskie,2021-11-27 10:30:00,100794,2704,59715,53.0697,22.9675
22,pomorskie,2021-11-27 10:30:00,224339,4718,125527,54.2944,18.1531
24,śląskie,2021-11-27 10:30:00,415060,10006,232948,50.5717,19.322
26,świętokrzyskie,2021-11-27 10:30:00,84544,2814,44780,50.6261,20.9406
28,warmińsko-mazurskie,2021-11-27 10:30:00,143417,3273,78313,53.8671,20.7028
30,wielkopolskie,2021-11-27 10:30:00,326487,7740,171622,52.28,17.3523
32,zachodniopomorskie,2021-11-27 10:30:00,161706,3205,83849,53.4658,15.1823
,nieokreślono,2021-11-27 10:30:00,61162,81,1068565,52.0693,19.4803
