TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-11-25 10:30:00,246691,5202,142522,51.134,16.8842
04,kujawsko-pomorskie,2021-11-25 10:30:00,205208,5159,103712,53.1648,18.4834
06,lubelskie,2021-11-25 10:30:00,189360,5796,109144,51.2494,23.1011
08,lubuskie,2021-11-25 10:30:00,83937,2153,48118,52.2275,15.2559
10,łódzkie,2021-11-25 10:30:00,212857,5597,113982,51.4635,19.1727
12,małopolskie,2021-11-25 10:30:00,259237,6368,134487,49.7225,20.2503
14,mazowieckie,2021-11-25 10:30:00,508558,10491,310373,51.8927,21.0022
16,opolskie,2021-11-25 10:30:00,81301,2240,38229,50.8004,17.938
18,podkarpackie,2021-11-25 10:30:00,151607,4898,81667,50.0575,22.0896
20,podlaskie,2021-11-25 10:30:00,99499,2654,57810,53.0697,22.9675
22,pomorskie,2021-11-25 10:30:00,221352,4697,123034,54.2944,18.1531
24,śląskie,2021-11-25 10:30:00,408639,9945,227741,50.5717,19.322
26,świętokrzyskie,2021-11-25 10:30:00,83323,2787,43753,50.6261,20.9406
28,warmińsko-mazurskie,2021-11-25 10:30:00,141524,3255,76522,53.8671,20.7028
30,wielkopolskie,2021-11-25 10:30:00,321714,7691,167512,52.28,17.3523
32,zachodniopomorskie,2021-11-25 10:30:00,158786,3173,81251,53.4658,15.1823
,nieokreślono,2021-11-25 10:30:00,60679,80,1074170,52.0693,19.4803
