TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-12-13 10:30:00,282253,5493,175552,51.134,16.8842
04,kujawsko-pomorskie,2021-12-13 10:30:00,226641,5518,126093,53.1648,18.4834
06,lubelskie,2021-12-13 10:30:00,203667,6356,131661,51.2494,23.1011
08,lubuskie,2021-12-13 10:30:00,95903,2296,58795,52.2275,15.2559
10,łódzkie,2021-12-13 10:30:00,236132,6002,138647,51.4635,19.1727
12,małopolskie,2021-12-13 10:30:00,294068,6934,168424,49.7225,20.2503
14,mazowieckie,2021-12-13 10:30:00,571510,11374,387056,51.8927,21.0022
16,opolskie,2021-12-13 10:30:00,94819,2472,50676,50.8004,17.938
18,podkarpackie,2021-12-13 10:30:00,166527,5378,98907,50.0575,22.0896
20,podlaskie,2021-12-13 10:30:00,106872,2998,69324,53.0697,22.9675
22,pomorskie,2021-12-13 10:30:00,246076,4973,147367,54.2944,18.1531
24,śląskie,2021-12-13 10:30:00,462472,10551,278527,50.5717,19.322
26,świętokrzyskie,2021-12-13 10:30:00,92479,3010,53012,50.6261,20.9406
28,warmińsko-mazurskie,2021-12-13 10:30:00,156023,3507,91500,53.8671,20.7028
30,wielkopolskie,2021-12-13 10:30:00,360590,8123,205479,52.28,17.3523
32,zachodniopomorskie,2021-12-13 10:30:00,179788,3438,103572,53.4658,15.1823
,nieokreślono,2021-12-13 10:30:00,63805,85,1029651,52.0693,19.4803
