TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-02-11T10:30:00,103184,2539,7676,51.134,16.8842
04,kujawsko-pomorskie,2021-02-11T10:30:00,109751,2561,12855,53.1648,18.4834
06,lubelskie,2021-02-11T10:30:00,78364,2636,6949,51.2494,23.1011
08,lubuskie,2021-02-11T10:30:00,39003,1041,4127,52.2275,15.2559
10,łódzkie,2021-02-11T10:30:00,100643,2853,7843,51.4635,19.1727
12,małopolskie,2021-02-11T10:30:00,120259,3182,5724,49.7225,20.2503
14,mazowieckie,2021-02-11T10:30:00,194898,5010,19627,51.8927,21.0022
16,opolskie,2021-02-11T10:30:00,41883,1253,2927,50.8004,17.938
18,podkarpackie,2021-02-11T10:30:00,68472,2266,4063,50.0575,22.0896
20,podlaskie,2021-02-11T10:30:00,43038,1180,4623,53.0697,22.9675
22,pomorskie,2021-02-11T10:30:00,107910,2449,13416,54.2944,18.1531
24,śląskie,2021-02-11T10:30:00,177268,4321,10631,50.5717,19.322
26,świętokrzyskie,2021-02-11T10:30:00,39733,1200,2410,50.6261,20.9406
28,warmińsko-mazurskie,2021-02-11T10:30:00,71319,1793,8687,53.8671,53.8671
30,wielkopolskie,2021-02-11T10:30:00,158424,4191,13767,52.28,17.3523
32,zachodniopomorskie,2021-02-11T10:30:00,81798,1684,10287,53.4658,15.1823
,nieokreślono,2021-02-11T10:30:00,34711,18,1188489,52.0693,19.4803
