TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-04-18T10:30:00,194350,3888,87556,51.134,16.8842
04,kujawsko-pomorskie,2021-04-18T10:30:00,171090,4099,71109,53.1648,18.4834
06,lubelskie,2021-04-18T10:30:00,117336,3875,41964,51.2494,23.1011
08,lubuskie,2021-04-18T10:30:00,69794,1701,33858,52.2275,15.2559
10,łódzkie,2021-04-18T10:30:00,165578,4150,65360,51.4635,19.1727
12,małopolskie,2021-04-18T10:30:00,207247,4792,82553,49.7225,20.2503
14,mazowieckie,2021-04-18T10:30:00,372464,8026,187818,51.8927,21.0022
16,opolskie,2021-04-18T10:30:00,63943,1756,21714,50.8004,17.938
18,podkarpackie,2021-04-18T10:30:00,121230,3753,53161,50.0575,22.0896
20,podlaskie,2021-04-18T10:30:00,66219,1871,26911,53.0697,22.9675
22,pomorskie,2021-04-18T10:30:00,182439,3838,86181,54.2944,18.1531
24,śląskie,2021-04-18T10:30:00,333730,7066,148237,50.5717,19.322
26,świętokrzyskie,2021-04-18T10:30:00,67633,1986,27298,50.6261,20.9406
28,warmińsko-mazurskie,2021-04-18T10:30:00,117134,2665,54761,53.8671,20.7028
30,wielkopolskie,2021-04-18T10:30:00,265202,6081,109357,52.28,17.3523
32,zachodniopomorskie,2021-04-18T10:30:00,120214,2400,46001,53.4658,15.1823
,nieokreślono,2021-04-18T10:30:00,52422,85,1167306,52.0693,19.4803
