TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-03-03T10:30:00,113150,2779,14527,51.134,16.8842
04,kujawsko-pomorskie,2021-03-03T10:30:00,120720,2852,22366,53.1648,18.4834
06,lubelskie,2021-03-03T10:30:00,84520,2921,12264,51.2494,23.1011
08,lubuskie,2021-03-03T10:30:00,44512,1166,8490,52.2275,15.2559
10,łódzkie,2021-03-03T10:30:00,108727,3089,14027,51.4635,19.1727
12,małopolskie,2021-03-03T10:30:00,129879,3401,11856,49.7225,20.2503
14,mazowieckie,2021-03-03T10:30:00,223679,5643,40601,51.8927,21.0022
16,opolskie,2021-03-03T10:30:00,44162,1358,4870,50.8004,17.938
18,podkarpackie,2021-03-03T10:30:00,77342,2506,9839,50.0575,22.0896
20,podlaskie,2021-03-03T10:30:00,48318,1385,9132,53.0697,22.9675
22,pomorskie,2021-03-03T10:30:00,123219,2811,25354,54.2944,18.1531
24,śląskie,2021-03-03T10:30:00,193100,4720,21295,50.5717,19.322
26,świętokrzyskie,2021-03-03T10:30:00,42998,1302,4581,50.6261,20.9406
28,warmińsko-mazurskie,2021-03-03T10:30:00,84146,1971,17959,53.8671,20.7028
30,wielkopolskie,2021-03-03T10:30:00,170936,4508,23753,52.28,17.3523
32,zachodniopomorskie,2021-03-03T10:30:00,88267,1885,16102,53.4658,15.1823
,nieokreślono,2021-03-03T10:30:00,37731,63,1184463,52.0693,19.4803
