TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-02-21T10:30:00,107174,2648,10700,51.134,16.8842
04,kujawsko-pomorskie,2021-02-21T10:30:00,114704,2704,17657,53.1648,18.4834
06,lubelskie,2021-02-21T10:30:00,81100,2776,9659,51.2494,23.1011
08,lubuskie,2021-02-21T10:30:00,41397,1111,6038,52.2275,15.2559
10,łódzkie,2021-02-21T10:30:00,103858,2974,10819,51.4635,19.1727
12,małopolskie,2021-02-21T10:30:00,123780,3291,8399,49.7225,20.2503
14,mazowieckie,2021-02-21T10:30:00,206488,5318,29021,51.8927,21.0022
16,opolskie,2021-02-21T10:30:00,42919,1313,3894,50.8004,17.938
18,podkarpackie,2021-02-21T10:30:00,71880,2370,6464,50.0575,22.0896
20,podlaskie,2021-02-21T10:30:00,45426,1276,6880,53.0697,22.9675
22,pomorskie,2021-02-21T10:30:00,114249,2630,18912,54.2944,18.1531
24,śląskie,2021-02-21T10:30:00,183236,4495,15506,50.5717,19.322
26,świętokrzyskie,2021-02-21T10:30:00,41006,1243,3359,50.6261,20.9406
28,warmińsko-mazurskie,2021-02-21T10:30:00,76734,1869,12841,53.8671,53.8671
30,wielkopolskie,2021-02-21T10:30:00,163881,4350,18514,52.28,17.3523
32,zachodniopomorskie,2021-02-21T10:30:00,84824,1782,13215,53.4658,15.1823
,nieokreślono,2021-02-21T10:30:00,36111,21,1186536,52.0693,19.4803
