TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-04-16T10:31:00,191807,3849,82144,51.134,16.8842
04,kujawsko-pomorskie,2021-04-16T10:31:00,169687,4038,68239,53.1648,18.4834
06,lubelskie,2021-04-16T10:31:00,116135,3831,39779,51.2494,23.1011
08,lubuskie,2021-04-16T10:31:00,69161,1678,32556,52.2275,15.2559
10,łódzkie,2021-04-16T10:31:00,163620,4113,61409,51.4635,19.1727
12,małopolskie,2021-04-16T10:31:00,204849,4714,77366,49.7225,20.2503
14,mazowieckie,2021-04-16T10:31:00,368650,7908,180192,51.8927,21.0022
16,opolskie,2021-04-16T10:31:00,63185,1744,20326,50.8004,17.938
18,podkarpackie,2021-04-16T10:31:00,120260,3688,50956,50.0575,22.0896
20,podlaskie,2021-04-16T10:31:00,65656,1855,25786,53.0697,22.9675
22,pomorskie,2021-04-16T10:31:00,180970,3790,83385,54.2944,18.1531
24,śląskie,2021-04-16T10:31:00,329143,6938,138480,50.5717,19.322
26,świętokrzyskie,2021-04-16T10:31:00,66896,1961,25650,50.6261,20.9406
28,warmińsko-mazurskie,2021-04-16T10:31:00,116524,2641,53389,53.8671,20.7028
30,wielkopolskie,2021-04-16T10:31:00,262237,5999,103268,52.28,17.3523
32,zachodniopomorskie,2021-04-16T10:31:00,119228,2377,43993,53.4658,15.1823
,nieokreślono,2021-04-16T10:31:00,52080,84,1168314,52.0693,19.4803
