TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-09-06 10:30:00,213849,4942,123558,51.134,16.8842
04,kujawsko-pomorskie,2021-09-06 10:30:00,181039,4796,89485,53.1648,18.4834
06,lubelskie,2021-09-06 10:30:00,127585,4491,59492,51.2494,23.1011
08,lubuskie,2021-09-06 10:30:00,74204,2057,42409,52.2275,15.2559
10,łódzkie,2021-09-06 10:30:00,180716,5139,93260,51.4635,19.1727
12,małopolskie,2021-09-06 10:30:00,223903,5871,113689,49.7225,20.2503
14,mazowieckie,2021-09-06 10:30:00,398124,9465,237020,51.8927,21.0022
16,opolskie,2021-09-06 10:30:00,70199,2056,32523,50.8004,17.938
18,podkarpackie,2021-09-06 10:30:00,127203,4469,65318,50.0575,22.0896
20,podlaskie,2021-09-06 10:30:00,70410,2150,34376,53.0697,22.9675
22,pomorskie,2021-09-06 10:30:00,193006,4497,105294,54.2944,18.1531
24,śląskie,2021-09-06 10:30:00,363439,9440,204641,50.5717,19.322
26,świętokrzyskie,2021-09-06 10:30:00,73298,2581,37612,50.6261,20.9406
28,warmińsko-mazurskie,2021-09-06 10:30:00,122218,3020,64060,53.8671,20.7028
30,wielkopolskie,2021-09-06 10:30:00,286356,7388,148467,52.28,17.3523
32,zachodniopomorskie,2021-09-06 10:30:00,130435,2942,62790,53.4658,15.1823
,nieokreślono,2021-09-06 10:30:00,54682,75,1143751,52.0693,19.4803
