TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-09-24 10:31:00,214577,4947,124061,51.134,16.8842
04,kujawsko-pomorskie,2021-09-24 10:31:00,181428,4806,89770,53.1648,18.4834
06,lubelskie,2021-09-24 10:31:00,129212,4513,60313,51.2494,23.1011
08,lubuskie,2021-09-24 10:31:00,74408,2061,42542,52.2275,15.2559
10,łódzkie,2021-09-24 10:31:00,181487,5159,93782,51.4635,19.1727
12,małopolskie,2021-09-24 10:31:00,224804,5892,114453,49.7225,20.2503
14,mazowieckie,2021-09-24 10:31:00,399725,9484,238119,51.8927,21.0022
16,opolskie,2021-09-24 10:31:00,70403,2057,32682,50.8004,17.938
18,podkarpackie,2021-09-24 10:31:00,127932,4481,65805,50.0575,22.0896
20,podlaskie,2021-09-24 10:31:00,71007,2158,34739,53.0697,22.9675
22,pomorskie,2021-09-24 10:31:00,193536,4503,105729,54.2944,18.1531
24,śląskie,2021-09-24 10:31:00,364113,9446,205174,50.5717,19.322
26,świętokrzyskie,2021-09-24 10:31:00,73450,2595,37797,50.6261,20.9406
28,warmińsko-mazurskie,2021-09-24 10:31:00,122601,3023,64261,53.8671,20.7028
30,wielkopolskie,2021-09-24 10:31:00,286957,7399,148898,52.28,17.3523
32,zachodniopomorskie,2021-09-24 10:31:00,131156,2951,63293,53.4658,15.1823
,nieokreślono,2021-09-24 10:31:00,54878,76,1139020,52.0693,19.4803
