TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-12-19 10:31:00,292663,5702,188773,51.134,16.8842
04,kujawsko-pomorskie,2021-12-19 10:31:00,233251,5683,133612,53.1648,18.4834
06,lubelskie,2021-12-19 10:31:00,207187,6526,135805,51.2494,23.1011
08,lubuskie,2021-12-19 10:31:00,99637,2349,63240,52.2275,15.2559
10,łódzkie,2021-12-19 10:31:00,243339,6196,146847,51.4635,19.1727
12,małopolskie,2021-12-19 10:31:00,304722,7187,180453,49.7225,20.2503
14,mazowieckie,2021-12-19 10:31:00,587910,11797,407788,51.8927,21.0022
16,opolskie,2021-12-19 10:31:00,98875,2588,55458,50.8004,17.938
18,podkarpackie,2021-12-19 10:31:00,170665,5578,103655,50.0575,22.0896
20,podlaskie,2021-12-19 10:31:00,108444,3088,71620,53.0697,22.9675
22,pomorskie,2021-12-19 10:31:00,253862,5117,156256,54.2944,18.1531
24,śląskie,2021-12-19 10:31:00,478868,10950,297964,50.5717,19.322
26,świętokrzyskie,2021-12-19 10:31:00,95223,3112,56153,50.6261,20.9406
28,warmińsko-mazurskie,2021-12-19 10:31:00,160446,3615,96690,53.8671,20.7028
30,wielkopolskie,2021-12-19 10:31:00,372704,8359,219235,52.28,17.3523
32,zachodniopomorskie,2021-12-19 10:31:00,186343,3553,110777,53.4658,15.1823
,nieokreślono,2021-12-19 10:31:00,64701,85,1011657,52.0693,19.4803
