TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-12-20 10:30:00,293562,5702,190991,51.134,16.8842
04,kujawsko-pomorskie,2021-12-20 10:30:00,233636,5693,134863,53.1648,18.4834
06,lubelskie,2021-12-20 10:30:00,207364,6526,136557,51.2494,23.1011
08,lubuskie,2021-12-20 10:30:00,99907,2352,63937,52.2275,15.2559
10,łódzkie,2021-12-20 10:30:00,243914,6197,148179,51.4635,19.1727
12,małopolskie,2021-12-20 10:30:00,305546,7191,182715,49.7225,20.2503
14,mazowieckie,2021-12-20 10:30:00,589538,11803,411290,51.8927,21.0022
16,opolskie,2021-12-20 10:30:00,99217,2588,56310,50.8004,17.938
18,podkarpackie,2021-12-20 10:30:00,170929,5580,104573,50.0575,22.0896
20,podlaskie,2021-12-20 10:30:00,108523,3089,71932,53.0697,22.9675
22,pomorskie,2021-12-20 10:30:00,254693,5117,157735,54.2944,18.1531
24,śląskie,2021-12-20 10:30:00,480228,10950,300987,50.5717,19.322
26,świętokrzyskie,2021-12-20 10:30:00,95414,3112,56763,50.6261,20.9406
28,warmińsko-mazurskie,2021-12-20 10:30:00,160692,3615,97584,53.8671,20.7028
30,wielkopolskie,2021-12-20 10:30:00,373538,8359,221885,52.28,17.3523
32,zachodniopomorskie,2021-12-20 10:30:00,186959,3555,111977,53.4658,15.1823
,nieokreślono,2021-12-20 10:30:00,64790,85,1010592,52.0693,19.4803
