TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-08-26 10:30:00,213682,4940,123411,51.134,16.8842
04,kujawsko-pomorskie,2021-08-26 10:30:00,180928,4795,89381,53.1648,18.4834
06,lubelskie,2021-08-26 10:30:00,127363,4486,59381,51.2494,23.1011
08,lubuskie,2021-08-26 10:30:00,74152,2056,42369,52.2275,15.2559
10,łódzkie,2021-08-26 10:30:00,180515,5135,93095,51.4635,19.1727
12,małopolskie,2021-08-26 10:30:00,223526,5869,113390,49.7225,20.2503
14,mazowieckie,2021-08-26 10:30:00,397657,9463,236606,51.8927,21.0022
16,opolskie,2021-08-26 10:30:00,70125,2055,32449,50.8004,17.938
18,podkarpackie,2021-08-26 10:30:00,126980,4465,65143,50.0575,22.0896
20,podlaskie,2021-08-26 10:30:00,70260,2150,34263,53.0697,22.9675
22,pomorskie,2021-08-26 10:30:00,192781,4492,105114,54.2944,18.1531
24,śląskie,2021-08-26 10:30:00,363170,9435,204392,50.5717,19.322
26,świętokrzyskie,2021-08-26 10:30:00,73224,2578,37539,50.6261,20.9406
28,warmińsko-mazurskie,2021-08-26 10:30:00,122149,3018,63975,53.8671,20.7028
30,wielkopolskie,2021-08-26 10:30:00,286150,7385,148317,52.28,17.3523
32,zachodniopomorskie,2021-08-26 10:30:00,130206,2937,62665,53.4658,15.1823
,nieokreślono,2021-08-26 10:30:00,54617,73,1145017,52.0693,19.4803
