TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-08-05T10:30:00,213448,4937,123172,51.134,16.8842
04,kujawsko-pomorskie,2021-08-05T10:30:00,180769,4791,89210,53.1648,18.4834
06,lubelskie,2021-08-05T10:30:00,127145,4481,59131,51.2494,23.1011
08,lubuskie,2021-08-05T10:30:00,74078,2054,42281,52.2275,15.2559
10,łódzkie,2021-08-05T10:30:00,180312,5133,92916,51.4635,19.1727
12,małopolskie,2021-08-05T10:30:00,223075,5865,112865,49.7225,20.2503
14,mazowieckie,2021-08-05T10:30:00,397102,9457,236091,51.8927,21.0022
16,opolskie,2021-08-05T10:30:00,70015,2054,32363,50.8004,17.938
18,podkarpackie,2021-08-05T10:30:00,126709,4463,64930,50.0575,22.0896
20,podlaskie,2021-08-05T10:30:00,70066,2146,34073,53.0697,22.9675
22,pomorskie,2021-08-05T10:30:00,192529,4490,104864,54.2944,18.1531
24,śląskie,2021-08-05T10:30:00,362799,9427,204024,50.5717,19.322
26,świętokrzyskie,2021-08-05T10:30:00,73125,2575,37420,50.6261,20.9406
28,warmińsko-mazurskie,2021-08-05T10:30:00,122016,3014,63843,53.8671,20.7028
30,wielkopolskie,2021-08-05T10:30:00,285910,7381,148093,52.28,17.3523
32,zachodniopomorskie,2021-08-05T10:30:00,130030,2934,62511,53.4658,15.1823
,nieokreślono,2021-08-05T10:30:00,54496,73,1146310,52.0693,19.4803
