TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-11-03 10:30:00,221326,5010,127802,51.134,16.8842
04,kujawsko-pomorskie,2021-11-03 10:30:00,186491,4887,92670,53.1648,18.4834
06,lubelskie,2021-11-03 10:30:00,156857,4888,77126,51.2494,23.1011
08,lubuskie,2021-11-03 10:30:00,76382,2072,43697,52.2275,15.2559
10,łódzkie,2021-11-03 10:30:00,189242,5268,97880,51.4635,19.1727
12,małopolskie,2021-11-03 10:30:00,231993,5991,118888,49.7225,20.2503
14,mazowieckie,2021-11-03 10:30:00,428348,9705,253412,51.8927,21.0022
16,opolskie,2021-11-03 10:30:00,72370,2092,33748,50.8004,17.938
18,podkarpackie,2021-11-03 10:30:00,134755,4576,70019,50.0575,22.0896
20,podlaskie,2021-11-03 10:30:00,83493,2275,42208,53.0697,22.9675
22,pomorskie,2021-11-03 10:30:00,200252,4540,109438,54.2944,18.1531
24,śląskie,2021-11-03 10:30:00,371646,9577,209291,50.5717,19.322
26,świętokrzyskie,2021-11-03 10:30:00,75720,2635,39063,50.6261,20.9406
28,warmińsko-mazurskie,2021-11-03 10:30:00,127497,3082,66884,53.8671,20.7028
30,wielkopolskie,2021-11-03 10:30:00,293315,7474,152428,52.28,17.3523
32,zachodniopomorskie,2021-11-03 10:30:00,138705,2997,67888,53.4658,15.1823
,nieokreślono,2021-11-03 10:30:00,56710,76,1116010,52.0693,19.4803
