TERYT,Województwo,Uaktualniono,Zakażenia,Zgony,Wyleczono,Szerokość,Długość
02,dolnośląskie,2021-11-16 10:30:00,232205,5073,134752,51.134,16.8842
04,kujawsko-pomorskie,2021-11-16 10:30:00,194765,5002,97712,53.1648,18.4834
06,lubelskie,2021-11-16 10:30:00,176466,5310,96490,51.2494,23.1011
08,lubuskie,2021-11-16 10:30:00,79628,2086,45806,52.2275,15.2559
10,łódzkie,2021-11-16 10:30:00,200936,5426,105804,51.4635,19.1727
12,małopolskie,2021-11-16 10:30:00,244015,6129,125858,49.7225,20.2503
14,mazowieckie,2021-11-16 10:30:00,469086,10005,281380,51.8927,21.0022
16,opolskie,2021-11-16 10:30:00,75812,2137,35769,50.8004,17.938
18,podkarpackie,2021-11-16 10:30:00,143055,4695,75857,50.0575,22.0896
20,podlaskie,2021-11-16 10:30:00,93014,2451,51594,53.0697,22.9675
22,pomorskie,2021-11-16 10:30:00,210124,4601,115816,54.2944,18.1531
24,śląskie,2021-11-16 10:30:00,386049,9714,217586,50.5717,19.322
26,świętokrzyskie,2021-11-16 10:30:00,79158,2688,41294,50.6261,20.9406
28,warmińsko-mazurskie,2021-11-16 10:30:00,134489,3154,71748,53.8671,20.7028
30,wielkopolskie,2021-11-16 10:30:00,304807,7556,159253,52.28,17.3523
32,zachodniopomorskie,2021-11-16 10:30:00,148329,3057,74461,53.4658,15.1823
,nieokreślono,2021-11-16 10:30:00,58696,77,1095847,52.0693,19.4803
